year,week,sl_no,state,district,disease,cases,deaths,report_week,date_reporting,remarks
2013,46,7,Kerala,Alappuzha,Xiii. Food Poisoning,43.0,0.0,,15/11/13,"Cases of vomiting, loose motions and abdominal pain reported from Village and SC Kattanam, PHC Bharanikavu, Block Chunakkara, District Alappuzha. District RRT investigated the outbreak. All cases consumed food in St Thomas Mission Hostel. 4 blood samples collected; result awaited. Hostel and Kitchen inspection done; hygiene status found to be poor. IEC given to hostel staff and students."
2013,46,8,Maharashtra,Nanded,Xiv. Acute Diarrhoeal Disease,18.0,0.0,,11/11/13,"Cases of gastroenteritis reported from Village Lagpol, SC Karla, PHC Sagroli, Block Biloli, District Nanded. Medical team investigated the outbreak. House to house survey done. Health camps organized in the community. Symptomatic treatment given to cases. 18 Stool samples collected were negative for cholera culture. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,46,,,Nashik,Xv. Fever,9.0,1.0,,10/11/13,"Cases of fever reported from Village Bramhanvada, PHC Naygaon, Block Sinnar, District Nashik. Medical team investigated the outbreak. Active search for cases done. All cases treated. Health education given."
2013,46,9,Tamil Nadu,Ramanathapuram,Xvi. Dengue,12.0,0.0,,11/11/13,"Cases of fever reported from Village Kombothi, SC/PHC Velanur, Block Thiruppulani, District Ramanthapuram. Medical team investigated the outbreak. House to house survey done. All cases treated symptomatically. 24 blood smears collected; result awaited. Out of 5 serum samples collected, 2 serum samples were positive for Dengue (IgM ELISA). Source reduction activity and fogging done. Health education given."
2013,46,,,Thanjavur,Xvii. Dengue,18.0,0.0,,14/11/13,"Cases of fever reported from Village Anthoniyarpuram, SC Chinnaavudaiyar Koil, PHC A N Puram, Block SB Chatram, District Thanjavur. Medical team investigated the outbreak. Active search for cases done. Cases treated locally. Out of 3 serum samples collected, 2 samples were positive for Dengue (IgM ELISA). Anti larval activities and fogging done. Health education given."
2013,46,10,West Bengal,Purulia,Xviii. Acute Diarrhoeal Disease,52.0,0.0,,10/11/13,"Cases diarrhoea reported from Village Tentla, SC Bishri, Block Manbazar I, District Purulia. Block health team investigated the outbreak. Medical team investigated the outbreak. House to house survey done. Symptomatic treatment given to cases. 3 stool samples collected were negative for cholera culture. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,46,,West Bengal,Bankura,Xix. Acute Diarrhoeal Disease,46.0,0.0,,10/11/13,"Cases of loose motion and vomiting reported from Village Daldali, SC Binodnagar, Block Onda, District Bankura. District RRT and Block health team investigated the outbreak. Active search for cases done. Cases treated at local health centre. 2 stool samples collected were negative for cholera culture. Out of 3 water samples collected 1 sample was non potable. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,46,,,,Xx. Acute Diarrhoeal Disease,34.0,0.0,,10/11/13,"Cases of loose motion and vomiting reported from Village Icharia, SC Mankhamar, Block Onda, District Bankura. District RRT and Block health team investigated the outbreak. House to house survey done. All cases treated locally. 4 stool samples collected were negative for cholera culture. Out of 34 water samples collected, 8 samples were non potable. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,46,1,Bihar,Madhubani,Xxi. Acute Diarrhoeal Disease,69.0,0.0,,,"Cases of diarrhoea and vomiting reported from Village Indra Mandal tola, SC Sugapatti, PHC Phulparas, District Madhubani. District RRT investigated the outbreak. House to house survey done. Medical camp organized. Symptomatic treatement given to cases. ORS packets and halogen tablets distributed in the community. Chlorination of water sources done. IEC done regarding safe drinking water and sanitation."
2013,46,,,Madhubani,Xxii. Acute Diarrhoeal Disease,30.0,1.0,,,"Cases of diarrhoea and vomiting reported from Village/SC Rupauli, PHC Jhanjharpur, District Madhubani. District RRT and Block health team investigated the outbreak. Active search for cases done. Medical camp organized. All cases treated. One death occurred in 14yr old female child. ORS packets and halogen tablets distributed. Chlorination of water sources done. IEC activity regarding safe drinking water done."
2013,46,,,Katihar,Xxiii. Acute Diarrhoeal Disease,13.0,3.0,,,"Cases of diarrhoea reported from Village Ahuta, Alipur, SC Lachhor, PHC/Block Balrampur, District Katihar. District RRT investigated the outbreak. House to house survey done. Cases occurred in a Adiwasi community. 3 deaths occurred in 45yr, 35yr and 5yr old male. Temporary medical camps organized. All cases treated symptomatically. Chlorination of water sources done. Health education given."
2013,46,2,Karnataka,Gadag,Xxiv. Dengue,37.0,0.0,,,"Cases of fever with body ache and joint pain reported from Vilage Chinchali, PHC Chinchali, Block/District Gadag. Medical team investigated the outbreak. House to house survey done. All cases treated symptomatically. 14 blood smears collected were negative for malaria. Out of 10 serum samples collected 5 samples positive for Dengue NS1 Antigen. Entomological survey done. Health education given."
2013,46,3,Maharashtra,Gondia,Xxv. Fever,15.0,1.0,,,"Cases of fever reported from Village Pipari, SC Palasgaon, PHC Saundad, Block Sadak Arjuni, District Gondia. Medical team investigated the outbreak. House to house fever survey done. Symptomatic treatment given to cases. Entomological survey done. 12 blood smears collected were negative for Malaria. 1 serum sample collected tested negative for Dengue. Fogging done in the community. Health education given."
2013,46,,,Nandurbar,Xxvi. Fever,36.0,1.0,,,"Cases of fever reported from Village/SC Vaijali, PHC Parakasha, Block Shahada, District Nadurbar. Medical team investigated the outbreak. House to house fever survey done. Cases treated at local health centre. Entomological survey done. All 36 blood smears collected were negative for malaria. Antilarval activities and fogging done in the community. Vector control measures undertaken."
2013,46,,,Nandurbar,Xxviii. Malaria?,22.0,0.0,,,"Cases of fever reported from Village Wakhari PHC Sahiwad Block Deola, District Nadurbar. Medical team investigated the outbreak. House to house fever survey done. Cases treated at local health centre. Entomological survey done. Out of 22 blood smears collected, 2 smears were positive for P.faliciparum. 6 serum samples collected; result awaited. Antilarval activities and fogging done in the community. Vector control measures undertaken."
2013,46,,,Nagpur,Xxix. Fever,13.0,1.0,,,"Cases of fever reported from Village Kukadi Khurd, PHC Kachari Sawanga, Block Tah Katol, District Nagpur. District RRT investigated the outbreak. Active search for cases done. Cases treated symptomatically. 41 blood smears collected; result awaited. 5 serum samples; result awaited. Health education given."
2013,46,,,Nanded,Xxx. Fever,23.0,2.0,,,"Cases of fever reported Village Borwadi, SC Pandurna, PHC Bhosi, Block Bhokar, District Nanded. Medical team investigated the outbreak. House to house fever survey done. Symptomatic treatment given to cases. Entomological survey done. 5 serum samples collected; result awaited. Anti larval activities and fogging done in the community. Health education given."
2013,47,,Integrated Disease Surveillance Programme (Idsp),,Integrated Disease Surveillance Programme (Idsp),,,,,
2013,47,,47Th Week ( 18Th -24Th November ) 2013,,47Th Week ( 18Th -24Th November ) 2013,,,,,
2013,47,1,Andhra Pradesh,Chittoor,I. Acute Diarrhoeal Disease,15.0,0.0,,22/11/13,"Cases of loose motion and vomiting reported from SVIMS Hostel (Block E & PG Hostel), Tirupati, District Chittoor. Medical team investigated the outbreak. Drinking water was supplied through OHT without chlorination. Active search for cases done. Cases treated locally. 4 rectal swabs and 3 water samples were collected; result awaited. Chlorination of water sources done. Health education given regarding safe drinking water and personal hygiene."
2013,47,,,Kurnool,Ii. Acute Diarrhoeal Disease,19.0,1.0,,18/11/13,"Cases of loose motion and vomiting reported from Village Marella, PHC Thuggali, CHC Pathikonda, District Kurnool, due to consumption of contaminated water (pipeline leakage). Medical team investigated the outbreak. House to house survey done. Cases treated symptomatically. 2 water samples collected; result awaited. Chlorination of water sources done. ORS packets and chlorine tablets distributed. Health education given."
2013,47,2,Bihar,Rohtas,Iii. Food Poisoning,56.0,0.0,,24/11/13,"Cases reported from Village Gamahariya, PHC / Block Nokha, District Rohtas. District RRT investigated the outbreak. Cases presented with loose motion, vomiting and pain abdomen. Cases consumed food in a marriage function. All cases treated. Health education was given regarding safe food habits, hygiene and sanitation."
2013,47,,,Arwal,Iv. Food Poisoning,58.0,0.0,,18/11/13,"Cases of vomiting, loose motion and pain abdomen reported from Village Banshi, PHC Khatangi, District Arwal. Medical team investigated the outbreak. Cases consumed food in a social ceremony. All cases treated. Health education was given regarding safe food habits, hygiene and sanitation."
2013,47,3,Chhattisgarh,Dhamtari,V. Acute Diarrhoeal Disease,34.0,0.0,,16/11/13,"Cases of diarrhoea reported from two wards of Village/SC Sirsida. Block Kurud, District Dhamtari. District RRT investigated the outbreak. House to house survey done. Chlorination of water sources done. ORS packets and chlorine tablets were distributed. Health education given regarding hygiene and sanitation."
2013,47,4,Jharkhand,Dhanbad,Vi. Measles,9.0,0.0,,18/11/13,"Cases of fever with rash reported from Niche Bazar Ward No 4, Block / CHC Nisha, District Dhanbad. Distrcit RRT investigated the outbreak. Active search for cases done. Out of 4 serum samples collected, 3 samples were positive for measles (IgM ELISA). Cases treated locally. Vitamin A solution given to all cases. Health education given regarding isolation of cases."
2013,47,5,Karnataka,Bellary,Vii. Cholera,18.0,0.0,,21/11/13,"Cases of gastroenteritis reported from Village/PHC Hacholi, Block Siruguppa, District Bellary. District RRT investigated the outbreak. House to house survey done. Pipeline leakages were observed in the community. Cases treated symptomatically. Out of 4 stool samples collected 2 samples were positive for cholera culture. 3 water samples collected, result awaited. Pipeline leakages were repaired. Halogen tablets distributed. IEC done regarding safe drinking water and personal hygiene."
2013,47,,,Tumkur,Viii. Acute Diarrhoeal Disease,11.0,1.0,,11/11/13,"Cases of diarrhoea reported from Village Nagammanapalaya, PHC Byalya, Block Madhugiri, District Tumkur. District RRT investigated the outbreak. House to house survey done. Symptomatic treatment given to cases. 4 stool samples collected were negative for cholera culture. 2 water samples collected were non potable. Halogen tablets distributed. Health education given regarding safe drinking water and personal hygiene."
2013,47,6,Tamil Nadu,Theni,Ix. Chickenpox,22.0,0.0,,19/11/13,"Cases of fever with vesicular rash reported from Ward NO 31 & 32, Village Salaimalai, SC Ayyanar Kovil, Bangalamedu area, PHC Theni Urban, District Theni. District RRT investigated the outbreak. House to house survey done. Symptomatic treatment given to cases. IEC done regarding isolation of cases."
2013,47,,,Kanyakumari,X. Food Poisoning,26.0,0.0,,18/11/13,"Cases reported from Village Pammam, Kuzhithurai Municipality, Block Killiyoor, District Kanyakumari. District RRT investigated the outbreak. Cases consumed food in a social ceremony. Cases treated. 2 stool samples collected were negative for cholera culture. 3 water samples collected, result awaited. Health education given."
2013,47,,,Thiruvannamali,Xi. Acute Diarrhoeal Disease,13.0,0.0,,20/11/13,"Cases reported from Village Anna Nagar, Reddiyarpalayam, SC Reddiyarpalayam, Block Thandrampattu, District Thiruvannamali. Medical team investigated the outbreak. House to house survey done. Pipeline leakages were observed in the community. Symptomatic treatement given to cases. 2 stool samples collected, result awaited. Pipeline leakages were repaired. Chlorination of water sources done. Health education given regarding safe drinking water and personal hygiene."
2013,47,,,Virudhunagar,Xii. Fever,15.0,0.0,,23/11/13,"Cases reported from Village/SC Pudukottai, PHC M Pudupatti, Block Sivakasi, District Virudhunagar. District RRT investigated the outbreak. House to house fever survey done. People practice water storage due to scarcity of water in the affected area. Cases treated at local health centre. Entomological survey done. Anti- larval activities and fogging done. Vector control measures undertaken."
2013,47,,Tamil Nadu,Thoothukudi,Xiii. Fever,24.0,0.0,,16/11/13,"Cases reported from Village Koovaikinaru, HSC Nedunkulam, PHC Anandapuram, Block Sathankullam, District Tuticorin. Medical team investigated the outbreak. Active search for fever cases done. Cases treated symptomatically. People practice water storage. Entomological survey done. 10 blood smears collected were negative for malaria. 5 serum samples collected were negative for Dengue, Scrub typhus. Fogging and anti larval activities done in affected area. Health education given."
2013,47,7,West Bengal,Birbhum,Xiv. Acute Diarrhoeal Disease,30.0,0.0,,17/11/13,"Cases reported from Village Tapaspur, SC Tapaspur, Block Dubrajpur, District Birbhum. Block health team investigated the outbreak. House to house survey done. Community used pond water for daily activities. All cases treated locally. 4 rectal swabs were collected; result awaited. Chlorination of water sources done. Chlorine tablets and ORS packets were distributed. IEC done ."
2013,47,1,Andhra Pradesh,Kurnool,Xv. Acute Diarrhoeal Disease,24.0,2.0,,,"Cases of diarrhoea reported from Village Godganur, SC Thodendiapally, PHC Alamur, District Kurnool, due to contamination of bore well water. Medical team investigated the outbreak. House to house survey done. Temporary medical camps organized. All cases treated. 4 stool samples and 2 water samples were collected; result awaited. Chlorination of water sources done. Chlorine tablets distributed. Health education given."
2013,47,2,Chhattisgarh,Rajnandgaon,,19.0,0.0,,,"Cases of gastroenteritis reported from Village Iraikhurd, Block Ghumka, District Rajnandgaon. District RRT investigated the outbreak. House to house survey done. Cases treated locally. Chlorine tablets were distributed in the community. Health education given."
2013,47,3,Maharashtra,Akola,Xvii. Fever,120.0,1.0,,,"Cases of fever with joint pain and headache reported from Village Kawala, SC Kanadi, PHC Dhotra Shinde, Block Murtizapur, District Akola. District RRT investigated the outbreak. House to house survey done. Symptomatic treatment given to cases. All 120 blood smears collected were negative for malaria. 3 serum samples collected; result awaited. Entomological survey done. Dry day observed in the community. Vector control measures undertaken. IEC done."
2013,47,,Maharashtra,Ahmednagar,Xviii. Dengue?,37.0,0.0,,,"Cases reported from Village Kuran, SC Samanapur, PHC Nimon, Block Sangamaner, District Ahmednagar. District RRT investigated the outbreak. Active search for fever cases done. Cases treated symptomatically. Out of 5 serum samples collected, 1 sample was positive for Dengue (IgM ELISA). Entomological survey done. Anti larval activities and fogging done. IEC done."
2013,47,,,,Xix. Fever,14.0,1.0,,,"Cases of fever reported from Rahuri Factory, PHC Deolali Pravara, Block Rahuri, District Ahmednagar. Medical team investigated the outbreak. Active search for fever cases done. Cases treated symptomatically. 5 serum samples tested negative for Dengue (IgM ELISA). Entomological survey done. Anti larval activities and fogging done. IEC done."
2013,47,,,,Xx. Dengue,42.0,1.0,,,"Cases of fever with joint pain reported from Village/SC/PHC Ruichhitishi, Block Nagar, District Ahmednagar. Medical team investigated the outbreak. House to house survey done. All cases treated symptomatically. Out of 5 serum samples tested at NIV, Pune, 2 serum samples were positive for Dengue (IgM ELISA). Entomological survey done. Anti larval activities and fogging done. Health education given."
2013,47,,,Chandrapur,Xxi. Dengue,,0.0,,,"Cases of fever with joint pain reported from Village Ashta, PHC Pombhurana, Block Pombhurna, District Chandrapur. Medical team investigated the outbreak. Active search for fever cases done. Cases treated symptomatically. All 380 blood samples collected were negative for Malaria. 57 serum samples were positive for Dengue (IgM ELISA). Entomological survey done. Anti larval activities and fogging done. Health education given."
2013,47,,,Thane,Xxii. Dengue,54.0,0.0,,,"Cases of fever with headache, body pain, myalgia and nausea reported from Villages Khardigaon, Khardipada SC Datiware PHC Edwan, Block Palghar, District Thane. District RRT investigated the outbreak. Medical team investigated the outbreak. House to house fever survey done. All cases treated at local health centre. All 3 serum samples were positive for Dengue (IgM ELISA). Entomological survey done. Anti larval activities and fogging done. Health education given."
2013,47,,,,Xxiii. Acute Diarrhoeal Disease,14.0,0.0,,,"Cases of loose motions reported from Village Malad, SC Gunde, PHC Dolkhamb, Maladpada, Block Shahapur, District Thane. Medical team investigated the outbreak. Active search for cases done. Cases treated symptomatically. 3 stool samples collected were negative for cholera culture. Water samples collected, result awaited. Chlorination of water sources done. IEC done regarding safe drinking water and personal hygiene."
2013,47,4,Odisha,Balangir,Xxiv. Food Poisoning,73.0,0.0,,,"Cases of vomiting, pain abdomen and loose motions reported from Village Kanakara, SC Bhundimuhan, CHC Chudapali, Block Balangir I, District Balangir. District RRT investigated the outbreak. Cases consumed Bundi Prasad at a Puja ceremony. Cases treated locally. Health education given."
2013,48,,Integrated Disease Surveillance Programme (Idsp),,Integrated Disease Surveillance Programme (Idsp),,,,,
2013,48,,48Th Week ( 25Th November - 1St December ) 2013,,48Th Week ( 25Th November - 1St December ) 2013,,,,,
2013,48,1,Andhra Pradesh,Mahabubna Gar,I. Acute Diarrhoeal Diseases,26.0,2.0,,27/11/13,"Cases of loose motions reported from Village /SC Charakonda, PHC Vangoor, District Mahabubnagar. Medical team investigated the outbreak. Active search for cases done. Temporary medical camps organized. All cases treated symptomatically. Out of 8 water samples collected 5 samples were not potable. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,48,2,Himachal Pradesh,Bilaspur,Ii. Acute Diarrhoeal Diseases,573.0,1.0,,26/11/13,"Cases of gastroenteritis reported from Villages Mandi Manwa, Mandi Bharari, Jabli, Raghunathpura SC Lakhanpur, PHC Mandi Manwa, Block Markand, District Bilaspur. District RRT investigated the outbreak. Active search for cases done. All cases treated at local health centre. One death occurred in 6 yr old female child. Out of 11 stool samples collected 1 sample was positive for Shigella. 2 water samples collected; result awaited. ORS packets and chlorine tablets distributed. IEC activities done."
2013,48,3,Gujarat,Banaskantha,Iii. Food Poisoning,20.0,0.0,,27/11/13,"Cases of loose motion and vomiting reported from Ward No 9 of UHC Palanpur, Block Palanpur, District Banaskantha. District RRT investigated the outbreak. Cases consumed food (milk product). Cases treated at local health centre. 1 food sample collected and sent to Food and Drug Department Palanpur; result awaited. Health education given to community regarding food hygiene."
2013,48,,,Navsari,Iv. Malaria,102.0,1.0,,25/11/13,"Cases of fever reported from Village/SC Eru, PHC Matvad, Block Jalalpore, District Navsari. Medical team investigated the outbreak. House to house survey done. Out of 1836 blood slides collected 102 were positive for malaria (70 P falciparum, 32 P vivax). One death occurred in a pregnant female aged 30. All cases treated locally. Antilaraval activities (temephos and Guppy fishes introduced in water bodies) and fogging done. Health education given."
2013,48,,,Surat,V. Food Poisoning,154.0,0.0,,29/11/13,"An outbreak of food poisoning reported from Shreedhar Society, Jahgirpura West Zone, UHC Rander, District Surat. District RRT investigated the outbreak. Active search for cases done. Cases presented with abdominal pain, loose motion and vomiting. Cases consumed food in a marriage ceremony. 2 water samples, 2 stool samples and 2 food samples were collected; result awaited. Health education given."
2013,48,4,Jharkhand,Godda,Vi. Measles,20.0,0.0,,22/11/13,"Cases of fever with maculopapular rash reported from Village Kentola, SC Budhwachak, PHC Thakurgangti, Block Meherma, District Godda. Medical team investigated the outbreak. Active search for cases done. Out of 8 serum samples collected, 5 serum samples were positive for measles (IgM ELISA). Affected cases were below 8yrs. All cases treated locally. Vitamin A solution given to cases. Health education given regarding isolation of cases."
2013,48,5,Jammu And Kashmir,,Vii. Chickenpox,10.0,0.0,,25/11/13,"Cases reported from SOS Residential School, Block Choglamsar, District Leh. Medical team investigated the outbreak. Symptomatic treatment given to cases. IEC given regarding isolation of cases."
2013,48,,,Kargil,Viii. Measles,55.0,0.0,,25/11/13,Cases of fever with rash reported from District Kargil. Medical team investigated the outbreak. Active search for cases done. All cases treated at a local health centre. Affected age group was less than 15yrs. Vitamin A solution given to cases. 11 serum samples collected and sent to JLNM Hospital; result awaited. Health education given regarding isolation of cases.
2013,48,6,Karnataka,Haveri,Ix. Acute Diarrhoeal Disease,50.0,0.0,,25/11/13,"Cases of loose motion and vomiting reported from Village/SC/PHC Akkialur, Block Hanagal, District Haveri. District RRT investigated the outbreak. Active search for cases done. All cases treated locally. 2 stool samples collected; result awaited. Out of 4 water samples collected 3 samples were not potable. Health education given regarding safe drinking water and sanitation."
2013,48,7,Maharashtra,Aurangabad,X. Fever,25.0,0.0,,22/11/13,"Cases of fever with joint pain and headache reported from Village Dnyaneshwarwadi, SC Solnapur, PHC Nandar, Block Paithan, District Aurangabad. District RRT investigated the outbreak. House to house fever survey done. All cases treated symptomatically. Entomological survey revealed HI =22.1%, BI=33.68%, Adult mosquito =13 per man hour. 25 blood smears examined and found negative for malaria parasite. 4 serum samples collected; result awaited. Environmental sanitation done. Health education given."
2013,48,,,Bhandara,Xi. Acute Diarrhoeal Disease,34.0,0.0,,25/11/13,"Cases of loose motion and vomiting reported from Village/SC Ganeshpur, PHC Mohdura, Block/District Bhandara. District RRT investigated the outbreak. Active search for cases done. Temporary medical camps organized. Symptomatic treatment given to cases. 10 water samples collected, result awaited. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,48,8,,Neemuch,Xii. Food Poisoning,142.0,0.0,,24/11/13,Cases of loose motion and vomiting reported from District Neemuch. District RRT investigated the outbreak. Cases had consumed Prasad in a religious festival. Food samples taken by District FDA; result awaited.
2013,48,9,West Bengal,Bankura,Xiii. Acute Diarrhoeal Disease,28.0,0.0,,23/11/13,"Cases of loose motions reported from Village Khuyamuri, SC Dalangora, Block Taldangra, District Bankura. Block health team investigated the outbreak. Active search for cases done. All cases treated symptomatically. 3 rectal swabs were negative for cholera culture. 5 water samples collected were non potable. Chlorination of water sources done. IEC done regarding personal hygiene and environmental sanitation"
2013,48,,,Hooghly,Xiv. Cholera,13.0,0.0,,27/11/13,"Cases of diarrhoea reported from Village/SC Bhadua and Santrapara, Block Chanditala I, District Hooghly. Block health team investigated the outbreak. House to house survey done. All cases treated locally. Out of 5 rectal swabs collected 3 samples were positive for cholera culture (O1 Ogawa). 2 water samples collected; result awaited. ORS packets and chlorine tablets distributed in the area. IEC regarding safe drinking water and personal hygiene done."
2013,48,,,Purulia,Xv. Cholera,43.0,0.0,,26/11/13,"Cases of loose motion reported from Village / SC Kachahatu, Block Kotshila, District Purulia. Medical team investigated the outbreak. House to house survey done. All cases treated symptomatically. Out of 2 rectal swabs collected 1 sample was positive for cholera culture (O1 Ogawa). ORS packets and halogen tablets distributed in the community. Health education given regarding safe drinking water and sanitation."
2013,48,1,Gujarat,Panchmahal,Xvi. Chikungunya,10.0,0.0,,,"Cases of fever with joint pain reported from Village Bramanvada, PHC Santarampur Urban, Block Santarampur, District Panchmahal. District RRT investigated the outbreak. House to house survey done. Symptomatic treatment given to cases. Entomological survey done. 3 serum sample collected were positive for Chikungunya (IgM ELISA). Anti Larval activities and fogging were carried out. IEC done."
2013,48,2,Maharashtra,Jalgaon,Xvii. Fever,15.0,0.0,,,"Cases of fever reported from Village/SC Khurhad, PHC Lohara, Block Pachora, District Jalgaon. District RRT investigated the outbreak. District RRT investigated the outbreak. Active search for cases done. Symptomatic treatment given to cases. Entomological survey revealed HI=4.7%, CI=5.2% and BI=14.56%. 15 blood smears examined and found negative for malaria parasite. Anti larval activities and fogging done. Health education given."
2013,48,,,Raigad,Xviii. Fever,38.0,1.0,,,"Cases of fever reported from Village Kharoshi, PHC Jite, Block Pen, District Raigad. District RRT investigated the outbreak. House to house survey done. Cases treated locally. One death occurred in 50yr old male. Health education given."
2013,48,,,,Xix. Dengue,60.0,0.0,,,"Cases of fever reported from Village Old Panvel (52 Bangla, Takka, Lineali), PHC Nere, Block Panvel, District Raigad. District RRT investigated the outbreak. Medical team investigated the outbreak. House to house fever survey done. Cases treated at local health centre. Out of 5 serum samples collected, 4 serum samples were positive for Dengue. Fogging and anti larval activities done. Health education given."
2013,48,,,Thane,Xx. Dengue,52.0,0.0,,,"Cases of fever with joint pain reported from Village Kevgaon, SC Boranda, PHC Kurze, Block Vikramghad, District Thane. Block health team investigated the outbreak. House to house fever survey done. Cases treated symptomatically. 3 serum samples were positive for Dengue by IgM ELISA. Vector control measures undertaken. IEC done."
2013,49,,Integrated Disease Surveillance Programme (Idsp),,Integrated Disease Surveillance Programme (Idsp),,,,,
2013,49,,49Th Week (2Nd – 8Th December ) 2013,,49Th Week (2Nd – 8Th December ) 2013,,,,,
2013,49,1,Andhra Pradesh,Visakhapatn Am,I. Food Poisoning,40.0,1.0,,08/12/13,"Outbreak occurred in a tribal colony in Village Rompili, PHC Pedavalasa, Block G.K.Veedi, District Visakhapatnam. Medical team investigated the outbreak. Cases presented with loose motion and vomiting. Cases consumed common food (meat). One death occurred in a 60 year old male. All cases treated at local health centre. IEC done."
2013,49,2,Chhattisgarh,Raipur,Ii. Viral Hepatitis A,,0.0,,28/11/13,"Cases of jaundice reported from urban area of Jagannath Nagar, Ward No 34, District Raipur. District RRT investigated the outbreak. Active search for cases done. All cases treated locally. 32 serum samples collected were positive for Hepatitis A (IgM ELISA). Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,49,3,Karnataka,Bellary,Iii. Fever,58.0,0.0,,30/11/13,"Cases of fever reported from Village Chilakanahatti, PHC M.M.Halli, Block Hospet, District Bellary. District RRT investigated the outbreak. House to house fever survey done. All cases treated symptomatically. People practiced water storage in household. 30 blood smears collected were negative for Malaria. 2 serum samples collected; result awaited. Health education given."
2013,49,,,,Iv. Fever,32.0,0.0,,05/12/13,"Cases of fever reported from Village Kallahalli, PHC Benakal, Block H.B.Halli, District Bellary. District RRT investigated the outbreak. House to house fever survey done. Symptomatic treatment given to cases. 16 blood smears collected were negative for malaria. 8 serum samples collected; result awaited. Anti larval activities and fogging done. IEC done."
2013,49,,,Ramanagara,V. Chickenpox,13.0,0.0,,03/12/13,"Cases of fever with rash reported from Village/ PHC/CHC Kodihalli, Benakal, Block Kanakpura, District Ramanagara. District RRT investigated the outbreak. Active search for cases done. All cases treated locally. Health education given regarding isolation of cases."
2013,49,,,Chamrajnag Ar,Vi. Chikungun Ya,30.0,0.0,,03/12/13,"Cases of fever with headache, arthralgia, retro-orbital pain reported from Village Biduralli, PHC/CHC Vadakehalla, Block MM Hills, District Chamrajnagar. District RRT investigated the outbreak. House to house survey done. Temporary medical camps organized. All cases treated symptomatically. 3 serum samples collected were positive for Chikungunya (IgM ELISA). . Entomological survey done. Anti larval activities and fogging done in tha affected area. IEC done."
2013,49,,Karnataka,Chikkaballa Pur,Vii. Acute Diarrhoeal Disease,24.0,0.0,,06/12/13,"Cases of diarrhoea reported from Village Ullarpet, PHC/Block Siddlaghatta, District Chikkaballapur. District RRT investigated the outbreak. Pipeline leakages were observed in the community. All cases treated at local health centre. Chlorination of water sources done. Pipeline leakages were repaired. Health education given regarding use of boiled water for drinking purposes."
2013,49,4,Odisha,Khordha,Viii. Food Poisoning,47.0,0.0,,07/12/13,"A food poisoning outbreak reported from Villages Kantabada (Mukundpur), Kendupali and Malipadar, SC Kantabada & Kuradhilo, Block Begunia, District Odisha. Block health team investigated the outbreak. Cases consumed food in a marriage ceremony. All cases treated locally. IEC done."
2013,49,,,Dhenkanal,Ix. Measles,31.0,0.0,,27/11/13,"Cases of fever with rash reported from village/SC Manpur, Block Odapada, District Dhenkanal. District RRT investigated the outbreak. All 5 samples collected tested positive for Measles (IgM ELISA). Affected children in age group of 5-9 years, vaccination status not known. Vitamin A, antibiotics and analgesics administered. Mop up round and ring immunization done."
2013,49,,,Ganjam,X. Food Poisoning,48.0,0.0,,30/11/13,"Cases of loose motions reported from village Nuagada, SC/PHC Suramani, CHC Badagada, District Ganjam. All cases had attended a social event and consumed meal. District RRT investigated the outbreak, no samples collected. House to house survey done, Chlorine tablets, ORS packets distributed. IEC done regarding hygiene and sanitation and safe water and food consumption."
2013,49,,,,Xi. Food Poisoning,22.0,0.0,,28/11/13,"Cases of loose motions and vomiting reported from village/SC Salimagocha PHC Badagocha, CHC Badagada, District Ganjam. All cases had attended a social event and consumed meal. District RRT investigated the outbreak. In all, 3 stool samples tested no pathogen found. One water sample tested and found potable. House to house survey done, Chlorine tablets, ORS packets distributed. IEC done regarding hygiene and sanitation and safe water consumption."
2013,49,,,Kandhamal,Xii. Food Poisoning,33.0,0.0,,28/11/13,"Cases reported from 3 CHCs; CHC Daringbadi, CHC Raikia and CHC G.Udaygiri, District Kandhamal. District RRT investigated the outbreak. All cases had consumed meal at candle festival in District Ganjam. One stool sample taken, result awaited."
2013,49,,,Keonjhar,Xiii. Food Poisoning,12.0,0.0,,28/11/13,"Cases of loose motions reported from village Naupada, SC/PHC Baradapal, Block Sadar, District Keonjhar. Block health team investigated the outbreak. Common meal consumed at a social function consisting of rice and chicken which may be the cause of outbreak. ORS packets and chlorine tablets distributed."
2013,49,,Odisha,Nayagarh,Xiv. Acute Diarrheal Disease,13.0,0.0,,28/11/13,"Cases reported from village /SC Badagorada, CHC Sarankul, Block Odagaon, District Nayagarh. District and block RRT investigated the outbreak. All 5 Water samples tested found potable. All cases provided treatment. Medical camp organized in the area. Disinfection of wells done."
