year,week,sl_no,state,district,disease,cases,deaths,report_week,date_reporting,remarks
2016,38,,Odisha,Bhadrak,Jaundice,15.0,0.0,,,"Cases reported from Village Bhandaripolhari, Sarasada, Tulasipur. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. 15 samples collected and sent to"
2016,38,,Odisha,Bolangir,Hepatitis-A,7.0,0.0,,,"Cases reported from Village Karlamal, SC Gangasagar, CHC Ghasian, Block Patnagarh. District RRT investigated the outbreak. House to house survey done. Out of 05 blood serum samples tested at DPHL, Bolangir, 03 samples found positive for Hepatitis A by IgM ELISA. All cases treated symptomatically. Health education given."
2016,38,,Odisha,Ganjam,Acute Diarrheal Disease,30.0,0.0,,,"Cases reported from Boys & Girls Hostel, TRW Residential School, Village Taptapani, Block Sanakhemundi, CHC Adapada. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. 04 rectal swab and 04 water samples collected and sent to MKCG, MCH, Berhampur; Result awaited. All cases treated symptomatically. Health education given."
2016,38,,Odisha,Khurda,Acute Diarrheal Disease,32.0,0.0,,,"Cases reported from Village Rathipur, SC Kantia, CHC/Block Jatni. District RRT investigated the outbreak. House to house survey done. Contaminated drinking water could be the probable cause of the outbreak. Out of 5 rectal swab sample tested at SCBMCH, Cuttack, 01 sample found positive for V. Cholera. Out of 3 water sample tested, 01 sample found non- potable. All cases treated symptomatically. Health education given."
2016,38,,Rajasthan,Pratapgarh,Malaria (P. Falciparum),9.0,0.0,,,"Cases reported from Village Lemgara, Mongi Amba, Piprol end Various Village of SC Pal, PHC Gyaspur, Block Pratapgarh. District RRT investigated the outbreak. House to house fever survey done. Out of 23 blood samples tested by Medical Team through RDT kit, 09 found positive for Plasmodium falciparum. All cases treated locally. Source reduction activities undertaken. Health education given."
2016,38,,Tamil Nadu,Ramanathapura M,Food Poisoning,10.0,0.0,,,"Cases reported from Village Senthil Andavar MuruganKoil- Kilakkarai Ramnad Main Road, HSC Kanjirankudi, PHC/Block Thiruppulani. District RRT investigated the outbreak. House to"
2016,38,,Tamil Nadu,Tiruvarur,Fever,16.0,0.0,,,"Cases reported from Village Muniyur 85, Kiliyur, HSC Muniyur, PHC Haridwaramangalam, Block Valangiman. District RRT investigated the outbreak. House to house survey done. 16 blood smears, 04 water samples and 01 serum samples collected and sent to DPHL, Kumbakonam; result awaited. All cases treated symptomatically. Health education given"
2016,38,,Tamil Nadu,Virudhunagar- Sivakasi,Fever,34.0,0.0,,,"Cases reported from Village/HSC Vetrilaioorani, PHC Thayilpatti, Block Vembakottai. District RRT investigated the outbreak. House to house survey done. Out of 04 serum samples tested at DPHL Virudhunager, 01 sample found positive for dengue IgM. All cases treated symptomatically. Health education given."
2016,38,,Telengana,Medak,Cholera,44.0,0.0,,,"Cases reported from Village Kashipuram, PHC Mogudampally, Mandal Zaheerabad. District RRT investigated the outbreak. House to house survey done. Out of 05 stool samples tested at IPM, Hyderabad, 04 samples found positive for cholera by culture. All cases treated symptomatically. Health education given."
2016,38,,Uttar Pradesh,Siddharth Nagar,Food Poisoning (Provisional),22.0,0.0,,,"Cases reported from Village Palta Devi (Jhanday Nagar), SC Palta Devi, PHC Alidapur, Block Sohrathgarh. District RRT investigated the outbreak. House to house survey done. Lab samples not yet collected. All cases treated symptomatically. Source reduction activities undertaken. Health education given."
2016,38,,West Bengal,Purbamedinipur,Fever,30.0,0.0,,,"Cases reported from Village Kishore Chak, GP Bhogpur, Block Kolaghat. District RRT investigated the outbreak. House to house survey done. 21 blood samples collected and sent to District hospital to test dengue, result awaited. All cases treated symptomatically. Health education given."
2016,38,,West Bengal,Purbamedinipur,Food Poisoning,36.0,0.0,,,
2016,38,,West Bengal,South 24 Parganas,Dengue,127.0,0.0,,,"Cases reported from Village/SC Egarogram, Dadpur, Kishorepur, GP Panchanan, Block Bishnupur. District RRT investigated the outbreak. House to house survey done. Out of 27 blood samples tested at MR Bangur Hospital, 05 blood samples found positive to dengue by NS1 Elisa and 06 blood samples found positive to dengue by IgM Elisa. All cases treated symptomatically. Source reduction activities undertaken. Health education given."
2016,38,,West Bengal,Nadia,Fever,357.0,0.0,,,"Cases reported from Village Mahishnangra, SC Goaldaha, GP Dogachi, Block Krishnagar-I. District RRT investigated the outbreak. House to house survey done. Out of 123 blood samples tested; 12 blood samples found positive for dengue IgM Elisa and 31 NS1 Elisa Dengue positive. All cases treated symptomatically. Health education given."
2016,38,,Chhattisgarh,Bemetara,Acute Diarrheal Disease,,0.0,,,"Cases reported from Village Saja, Devkar, Devkar, ward no. 8,10,13. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 15 to 49 years of age group. Water samples sent to PHE Dept., result awaited. All cases treated symptomatically. Health education given."
2016,38,,Chhattisgarh,Korba,Acute Diarrheal Disease,,0.0,,,"Cases reported from Village Para Bandhwabhantha, SHSc Barapali, PHC Saragbundiya, Block Kartala. District RRT investigated the outbreak. House to house survey done. 01 stool sample tested positive for Enterobacter species at CIMS Ballarpur. 13 water samples tested potable at PHE Department, Korba. All cases treated symptomatically. Health education given."
2016,38,,Karnataka,Udupi,Leptospirosis,,3.0,,,"Cases reported from adjacent Villages, Taluk Udupi Villages PHC/CHC Cases Deaths Arooru, Cherkadi Pethri 5 2 Varamballi Bramavara 1 1 District RRT investigated the outbreak. House to house survey done. Out of 06 blood Samples tested at KMC Manipal, 04 found positive for Leptospirosis by IgM Elisa. All cases treated symptomatically. Health education given. Deceased were 40 year, 51 year and 60 year old males."
2016,38,,Karnataka,Yadgiri,Suspected Mumps,,0.0,,,"Cases reported from Village Karanagi, PHC Chatnalli, Taluk Shahapur. District RRT investigated the outbreak. House to house survey done. All 05 samples tested at MCVR Manipal, found positive for mumps by IgM Elisa . All cases treated symptomatically. Health education given."
2016,38,,Kerala,Ernakulam,Dengue,,0.0,,,"Cases reported from Village Perumaboor & Chelamattom. District RRT investigated the outbreak. House to house survey done. All 03 Samples tested at RPH Lab, EKM, found positive for dengue IgM Elisa. All cases treated symptomatically. Source reduction activities undertaken. Health education given."
2016,38,,Kerala,Palakkad,Viral Hepatitis A,,0.0,,,"Cases reported from Village/HSC Vilathur, PHC Thiruvegapuram, Block Koppam. District RRT investigated the outbreak. House to house survey done. All 05 blood samples tested negative for Viral Hepatitis A at DH, Palakkad. All cases treated symptomatically. Chlorination done. Health education given."
2016,38,,Madhya Pradesh,Morena,Viral Fever,,0.0,,,"Cases reported from Village Jaderu SCH Kanhar CHC Pahadgarh. District RRT investigated the outbreak. House to house survey done. Out of 22 blood slides samples tested at GRMC Gwalior, 01 sample found positive for Malaria (plasmodium falciparum). All cases treated symptomatically. Health education given."
2016,38,,Madhya Pradesh,Morena,Viral Fever,,0.0,,,"Cases reported from Village Karari Sector Datehra CHC Noorabad, District RRT investigated the outbreak. House to house survey done. All 83 blood slides tested negative for Malaria at GRMC Gwalior All 07 Samples tested negative for dengue IgM. All cases treated symptomatically. Health education given."
2016,38,,Maharashtra,Jalgaon,Dengue,,1.0,,,"Cases reported from Village Ayodhya Nagar, Tal Copda Jalgaon Urban Area. District RRT investigated the outbreak. House to house survey done. Out of 10 blood serum samples tested at GMC Aurangabad, 07 samples found positive for dengue IgM by Elisa. Source reduction activities undertaken. Health education given."
2016,38,,Maharashtra,Jalgaon,Fever,,1.0,,,"Cases reported from Village Ayodhya Nagar, Jalgaon Urban Area. District RRT investigated the outbreak. House to house survey done. All 10 Blood serum samples tested negative for dengue by Elisa at GMC Aurangabad. All cases treated symptomatically. Health education given."
2016,38,,Maharashtra,Nashik,Diarrhea,,0.0,,,"Cases reported from Village Mandve, SC Amboda, PHC Barhe, Block Surgana. District RRT investigated the outbreak. House to house survey done. All 03 water samples tested at DPHL, Nashik; found non-potable. All cases treated symptomatically. Health education given."
2016,38,,Odisha,Jajpur,Chickenpox,,0.0,,,"Cases reported from Village Raijhar Ashram School, SC Samia, Block Barchana. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 05 to 10 years of age group. Cases were confirmed for chickenpox clinically. All cases treated symptomatically. Health education given."
2016,38,,Telengana,Khammam,Dengue,,0.0,,,"Cases reported from Village Mallaram, PHC/Mandal Thallada, CHNC Khammam. District RRT investigated the outbreak. House to house survey done. All 16 blood serum samples tested positive for dengue IgM by Elisa at DPHL Lab, Khammam. All cases treated symptomatically. Source reduction activities undertaken. Health education given."
2016,38,,Telengana,Medak,Acute Diarrheal Disease,,0.0,,,"Cases reported from Village Chinnashivnoor, PHC Chegunta. District RRT investigated the outbreak. House to house survey done. All 05 water samples tested potable at RWS, Medak. All cases treated symptomatically. Health education given."
2016,38,,Uttar Pradesh,Saharanpur,Dengue,,0.0,,,"Cases reported from Village Chikana, Alipur, Choramandi, Mirzapur, Block/CHC Sarsawa, Urban Area Sarsawa, Moholla, Afgan, Bhogpur, Khatriyan. District RRT investigated the outbreak. House to house survey done. Out of 76 blood serum samples tested at SMMH Medical College Saharanpur; 14 samples found positive for dengue by IgM Elisa. All cases treated symptomatically. Source reduction activities undertaken. Health education given."
2016,38,,Uttar Pradesh,Saharanpur,Dengue,,0.0,,,Cases reported from Block/CHC Deoband Urban Area- Deoband. District RRT investigated the outbreak. House to house survey done. Out of 127 blood serum sample tested at SMMH Medical College Saharanpur; 44 samples found positive for dengue by IgM Elisa. All cases treated symptomatically. Source reduction activities undertaken. Health education given.
2016,38,,,Medak,Cholera,250.0,1.0,,,"Cases reported from Village Bandapothugal, SC Gaijabad, PHC Kowdipally. District RRT investigated the outbreak. House to house survey done. Out of 12 water samples tested at IPM, Hyderabad, 03 tested positive for cholera by Culture. All cases treated symptomatically. Health education given. Decease was 70 year old female."
2016,38,,,Medak,Salmonellosis,21.0,1.0,,,"Cases reported from Village/SC Korpole, PHC Pulkal. District RRT investigated the outbreak. House to house survey done. All 04 stool samples tested positive for salmonella at IPM, Hyderabad. Out of 07 water samples tested, 04 samples found non-potable. All cases treated symptomatically. Health education given. Deceased was 80 year old female."
2016,39,,Arunachal Pradesh,Lower Subansiri,Suspected Measles,6.0,0.0,,,
2016,39,,Arunachal Pradesh,Lohit,Enteric Fever,41.0,0.0,,,
2016,39,,Bihar,Jahanabad,Acute Diarrheal Disease,35.0,1.0,,,
2016,39,,Bihar,Rohtas,Acute Diarrheal Disease,107.0,0.0,,,
2016,39,,Chhattisgarh,Baster,Acute Diarrheal Disease,8.0,2.0,,,
2016,39,,Jammu & Kashmir,Kupwara,Hepatitis E,9.0,0.0,,,
2016,39,,Karnataka,Bellary,Fever,41.0,0.0,,,
2016,39,,Karnataka,Belgaum,Enteric Fever,30.0,0.0,,,
2016,39,,Karnataka,Chickaballapura,Fever,24.0,0.0,,,
2016,39,,Karnataka,Dakshina Kannada,Food Poisoning,148.0,0.0,,,
2016,39,,Karnataka,Dharwad,Leptospirosis,3.0,0.0,,,
2016,39,,Karnataka,Koppal,Cholera,21.0,0.0,,,
2016,39,,Karnataka,Tumkur,Fever,18.0,0.0,,,
2016,39,,Karnataka,Tumkur,Chikungunya,14.0,0.0,,,
2016,39,,Madhya Pradesh,Rewa,Gastroenteritis,12.0,0.0,,,
2016,39,,Maharashtra,Beed,Viral Fever,6.0,1.0,,,
2016,39,,Odisha,Ganjam,Food Poisoning,22.0,0.0,,,
2016,39,,Odisha,Jajpur,Acute Gastroenteritis,15.0,0.0,,,
2016,39,,Odisha,Khurda,Hepatitis A,15.0,0.0,,,
2016,39,,Odisha,Khurda,Acute Diarrheal Disease,15.0,0.0,,,
2016,39,,Rajasthan,Dausa,Acute Gastroenteritis,39.0,0.0,,,
2016,39,,Telangana,Adilabad,Food Poisoning,45.0,0.0,,,"Cases reported from Village Badampally, Govt. High School (ZPHS), Mandal Annaram. District RRT investigated the outbreak. House to house survey done. Contaminated food and watar could be probable cause of outbreak. . Water samples collected; result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given."
2016,39,,Telangana,Mahabubnagar,Acute Diarrheal Disease,30.0,0.0,,,"Cases reported from Village/SC Vasuram Thanda Gangaram, PHC Lattupally, Mandal Bijinepally. District RRT investigated the outbreak. House to house survey done. 03 stool samples tested at DPL Mahabubnagar, shown normal flora growth. All 08 water samples tested at IPM Lab, Wanaparthy, found non-potable. All cases treated symptomatically. Health education given."
2016,39,,Telangana,Medak,Acute Diarrheal Disease,30.0,1.0,,,
2016,39,,Telangana,Medak,Acute Diarrheal Disease,12.0,0.0,,,
2016,39,,Uttar Pradesh,Budaun,Malaria,15.0,1.0,,23-09-16,
2016,39,,West Bengal,South 24 Parganas,Food Poisoning,250.0,0.0,,03-10-16,
2016,39,,Assam,Sonitpur,Dengue,113.0,0.0,,01-06-16,
2016,39,,Bihar,Jamui,Acute Diarrheal Disease,24.0,0.0,,13-09-16,
2016,39,,Bihar,Nalanda,Dengue,29.0,0.0,,27-08-16,
2016,39,,Bihar,Nalanda,Dengue And Chikungunya,168.0,0.0,,,
2016,39,,Bihar,Rohtas,Acute Diarrheal Disease,16.0,0.0,,,
2016,39,,Chhattisgarh,Bemetara,Acute Diarrheal Disease,45.0,0.0,,,
2016,39,,Chhattisgarh,Dhamtari,Acute Diarrheal Disease,83.0,0.0,,,
2016,39,,Chhattisgarh,Gariyaband,Acute Diarrheal Disease,16.0,0.0,,,
2016,39,,Chhattisgarh,Gariyaband,Acute Diarrheal Disease,21.0,1.0,,,
2016,39,,Gujarat,Morbi,Measles,25.0,0.0,,,
2016,39,,Jammu & Kashmir,Pulwama,Chicken Pox,16.0,0.0,,,
2016,39,,Karnataka,Tumkur,Chickenpox,9.0,0.0,,,
2016,39,,Maharashtra,Osmanabad (Maharashtra),Dengue,18.0,0.0,,,
2016,39,,Madhya Pradesh,Rajgarh,Measles,6.0,0.0,,,
2016,39,,Madhya Pradesh,Rewa,Malaria,77.0,0.0,,,
2016,39,,Madhya Pradesh,Rewa,Acute Diarrheal Disease,12.0,0.0,,,
2016,39,,,Fatehabad,Acute Diarrheal Disease,294.0,2.0,,03-10-16,
2016,40,,Bihar,Jamui,Acute Diarrheal Disease,32.0,0.0,,,
2016,40,,Bihar,Rohtas,Acute Diarrheal Disease,50.0,0.0,,,
2016,40,,Bihar,Samastipur,Acute Diarrheal Disease,9.0,1.0,,,
2016,40,,Chhattisgarh,Raipur,Acute Gastroenteritis,192.0,0.0,,,
2016,40,,Dadra And Nagar Haveli,Dadra & Nagar Haveli,Mumps,50.0,0.0,,,
2016,40,,Gujarat,Anand,Food Poisoning,57.0,0.0,,,
2016,40,,Gujarat,Banaskantha,Hepatitis E,165.0,0.0,,,
2016,40,,Gujarat,Mahesana,Acute Diarrheal Disease,38.0,0.0,,,
2016,40,,Himachal Pradesh,Mandi,Acute Diarrheal Disease,39.0,0.0,,,
2016,40,,Jammu & Kashmir,Kupwara,Chicken Pox,61.0,0.0,,,
2016,40,,Jammu & Kashmir,Leh,Food Poisoning,92.0,0.0,,,
2016,40,,Karnataka,Bidar,Acute Diarrheal Disease,31.0,0.0,,,
2016,40,,Karnataka,Gadag,Acute Diarrheal Disease,21.0,0.0,,,
2016,40,,Madhya Pradesh,Guna,Acute Diarrheal Disease,11.0,0.0,,,
2016,40,,Madhya Pradesh,Rewa,Acute Diarrheal Disease,18.0,0.0,,,
2016,40,,Maharashtra,Kolhapur,Acute Diarrheal Disease,49.0,0.0,,,
2016,40,,Maharashtra,Osmanabad,Acute Diarrheal Disease,31.0,0.0,,,
2016,40,,Odisha,Jajpur,,10.0,0.0,,,
2016,40,,Odisha,Kalahandi,Acute Diarrheal Disease,20.0,3.0,,,
2016,40,,Odisha,Khurda,Acute Diarrheal Disease,63.0,0.0,,,
2016,40,,Rajasthan,Alwar,Measles,31.0,0.0,,,
2016,40,,Rajasthan,Hanumangarh,Dengue,130.0,0.0,,,"Cases reported from Village Ward No 9 & Ward No 11 Bhatta colony Hanumangarh Junction, Block Hanumangarh. All 30 blood slides tested at MGM DH, found negative for Malaria. Out of 10 blood samples tested at MGM DH,"
2016,40,,Tamil Nadu,Dindigul,Hepatitis A,12.0,0.0,,,"Cases reported from Village Nallapitchampatti, HSC Manakkatur, PHC Sendurai, Block Nathan. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 05 to 10 years of age group. Out of 11 blood serum samples tested at DPHL, Dindigul, 09 samples found positive to Hepatitis A by IgM Elisa. All cases treated symptomatically. Health education given."
2016,40,,Telangana,Khammam,Dengue,13.0,0.0,,,
2016,40,,Telangana,Medak,Acute Diarrheal Disease,35.0,0.0,,,
2016,40,,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,42.0,0.0,,,"Cases reported from 03 villages under two adjacent Sub Centers Songadha khodayipurkala and Madawa, PHC Halia. District RRT investigated the outbreak. House to house survey done. 02 water samples tested by H2S test, found potable. All cases treated symptomatically. Health education given."
2016,40,,Uttar Pradesh,Mirzapur,,14.0,0.0,,,"Cases reported from Village/PHC Rajgarh, SC Dadara. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given."
2016,40,,Assam,Kamrup-M,Chikungunya,33.0,0.0,,,
2016,40,,Bihar,Nawada,Diphtheria,1.0,0.0,,,
2016,40,,Bihar,Samastipur,Dengue,9.0,0.0,,,
2016,40,,Chhattisgarh,Janjgir,,26.0,0.0,,,
2016,40,,Chhattisgarh,Janjgir,Malaria,12.0,0.0,,,
2016,40,,Chhattisgarh,Raigarh,Acute Gastroenteritis,72.0,0.0,,,
2016,40,,Karnataka,Haveri,,65.0,0.0,,,
2016,40,,Madhya Pradesh,Singhrouli,Acute Diarrheal Disease,14.0,2.0,,,
2016,40,,Maharashtra,Aurangabad,Dengue,39.0,0.0,,,
2016,40,,Maharashtra,Nashik,Cholera,79.0,0.0,,,
2016,40,,Maharashtra,Pune,Epidemic Typhus,97.0,3.0,,,
2016,40,,Maharashtra,Pune,Dengue,31.0,1.0,,,
2016,40,,Maharashtra,Satara,Dengue,22.0,0.0,,,
2016,40,,Maharashtra,Sindhudurg,Bacillary Dysentery,28.0,0.0,,,
2016,40,,Puducherry,Puducherry,Dengue,6.0,1.0,,,
2016,40,,Puducherry,Puducherry,Dengue,3.0,1.0,,,
2016,40,,Tamil Nadu,Tiruchirapalli,Dengue,11.0,0.0,,,
2016,40,,Telangana,Mahaboobnagar,Chikungunya,26.0,0.0,,,
2016,40,,,Sangli,Dengue,13.0,0.0,,,
2016,40,,,Ernakulam,Dengue,23.0,0.0,,,
2016,40,,,,Dengue,18.0,0.0,,,
2016,43,,Andhra Pradesh,Prakasam,Viral Fever,21.0,0.0,,,
2016,43,,Gujarat,Kheda,Acute Diarrheal Disease,51.0,0.0,,,
2016,43,,Gujarat,Mahesana,Chikungunya,27.0,0.0,,,
2016,43,,Jammu & Kashmir,Pulwama,Hepatitis A,7.0,0.0,,,
2016,43,,Karnataka,Kalburagi,Acute Diarrheal Disease,17.0,0.0,,,
2016,43,,Kerala,Kozhikode,Food Poisoning,38.0,0.0,,,
2016,43,,Madhya Pradesh,Khargon,Acute Diarrheal Disease,14.0,0.0,,,
2016,43,,Maharashtra,Jalna,Fever,6.0,1.0,,,
2016,43,,Maharashtra,Nagpur,Japanese Encephalitis,19.0,0.0,,,
2016,43,,Maharashtra,Washim,Measles,6.0,0.0,,,
2016,43,,Rajasthan,Ganganagar,Chikungunya,15.0,0.0,,,
2016,43,,Rajasthan,Pratapgarh,Measles,10.0,0.0,,,
2016,43,,Telangana,Medak,Acute Diarrheal Disease,20.0,0.0,,,
2016,43,,West Bengal,Nadia,Food Poisoning,237.0,0.0,,,
2016,43,,West Bengal,Uttar Dinajpur,Food Poisoning,55.0,3.0,,,
2016,43,,Bihar,Vaishali,Acute Diarrheal Disease,9.0,,,,
2016,43,,Bihar,Vaishali,Acute Diarrheal Disease,20.0,,,,
2016,43,,Delhi,West Delhi,Acute Diarrheal Disease,25.0,,,,
2016,43,,Jharkhand,Sahebganj,Dengue,82.0,,,,
2016,43,,Karnataka,Chikkaballapur,Mumps,19.0,,,,
2016,43,,Karnataka,Tumkur,Dengue,25.0,,,,
2016,43,,Kerala,Malappuram,Hepatitis A,23.0,,,,
2016,43,,Maharashtra,Jalna,Fever,7.0,,,,
2016,43,,Rajasthan,Barmer,Hepatitis E,15.0,,,,
2016,43,,Tamil Nadu,Coimbatore,Measles,5.0,,,,
2016,43,,Tamil Nadu,Theni,Leptospirosis,21.0,,,,
2016,43,,Telangana,Medak,Acute Diarrheal Disease,23.0,,,,
2016,43,,West Bengal,Jalpaiguri,Dengue,252.0,,,,
2016,44,,Chhattisgarh,Mahasamund,Chickenpox,40.0,0.0,,,
2016,44,,Goa,North Goa,Kyasanur Forest Disease,1.0,0.0,,,
2016,44,,Gujarat,Mahesana,Chikungunya,12.0,0.0,,,
2016,44,,Odisha,Khordha,Acute Diarrheal Disease,15.0,0.0,,,
2016,44,,Odisha,Mayurbhanj,Acute Gastroenteritis,11.0,0.0,,,
2016,44,,Odisha,Nayagarh,Acute Diarrheal Disease,51.0,0.0,,,
2016,44,,Punjab,Muktsar,Diphtheria,2.0,1.0,,,
2016,44,,Rajasthan,Pratapgarh,Measles,9.0,0.0,,,
2016,44,,Telangana,Khammam,Dengue,14.0,2.0,,,
2016,44,,Telangana,Nalgonda,Fever,11.0,2.0,,,
2016,44,,West Bengal,Howrah,Acute Gastroenteritis,70.0,0.0,,,
2016,44,,West Bengal,South 24 Parganas,Dengue,83.0,0.0,,,
2016,44,,Assam,Hailakandi,Suspected Typhoid Fever,11.0,,,,
2016,44,,Assam,Kamrup,Chikungunya,33.0,,,,
2016,44,,Bihar,Muzaffarpur,Food Poisoning,14.0,,,,
2016,44,,Bihar,Muzaffarpur,Food Poisoning,18.0,,,,
2016,44,,Bihar,Muzaffarpur,Acute Diarrheal Disease,13.0,,,,
2016,44,,Bihar,Muzaffarpur,Acute Diarrheal Disease,27.0,,,,
2016,44,,Gujarat,Bhavnagar,Hepatitis E,76.0,,,,
2016,44,,Karnataka,Bijapur,Rubella,52.0,,,,
2016,44,,Kerala,Ernakulum,Measles,29.0,,,,
2016,44,,Odisha,Ganjam,Cholera,44.0,,,,
2016,44,,Rajasthan,Kota,Scrub Typhus,3.0,,,,
2016,44,,,Jalpaiguri,Dengue,263.0,0.0,,,
2016,45,,Jharkhand,West Singhbhum,Malaria,32.0,0.0,,,
2016,45,,Karnataka,Davangere,Dengue & Chikungunya,50.0,0.0,,,
2016,45,,Karnataka,Davangere,Acute Gastroenteritis,33.0,0.0,,,
2016,45,,Karnataka,Mysore,Suspected Enteric Fever,14.0,0.0,,,
2016,45,,Karnataka,Vijayapur,Chikungunya,10.0,0.0,,,
2016,45,,Lakshadweep,Lakshadweep,Dengue,5.0,0.0,,,
2016,45,,Madhya Pradesh,Badwani,Chikungunya,25.0,0.0,,,
2016,45,,Madhya Pradesh,Bhopal,Measles,8.0,0.0,,,
2016,45,,Madhya Pradesh,Khargon,Chikungunya,25.0,0.0,,,
2016,45,,Maharashtra,Washim,Measles,7.0,0.0,,,
2016,45,,Nagaland,Dimapur,Dengue,134.0,0.0,,,
2016,45,,Odisha,Bolangir,Food Poisoning,62.0,0.0,,,
2016,45,,Uttar Pradesh,Bara Banki,Acute Diarrheal Disease,24.0,0.0,,,
2016,45,,Uttar Pradesh,Mathura,Acute Diarrheal Disease,282.0,0.0,,,
2016,45,,Arunachal Pradesh,West Kameng,Fever With Rash,9.0,,,,
2016,45,,Assam,Goalpara,Dengue,30.0,,,,
2016,45,,Assam,Tinsukia,Dengue,16.0,,,,
2016,45,,Gujarat,Gandhinagar,Mumps,6.0,,,,
2016,45,,Kerala,Alappuzha,Mumps,23.0,,,,
2016,45,,Madhya Pradesh,Bhopal,,17.0,,,,
2016,45,,Madhya Pradesh,Nimach,Measles,49.0,,,,
2016,45,,Madhya Pradesh,Nimach,Dengue,11.0,,,,
2016,45,,Maharashtra,Pune,Food Poisoning,6.0,,,,
2016,45,,,Golaghat,Hepatitis A,15.0,0.0,,,
2016,46,,Arunachal Pradesh,Lohit,Suspected Measles,12.0,0.0,,,
2016,46,,Gujarat,Kheda,Jaundice,16.0,0.0,,,
2016,46,,Gujarat,Vadodara,Hepatitis E,42.0,0.0,,,
2016,46,,Karnataka,Davangere,Hepatitis A,15.0,0.0,,,
2016,46,,Karnataka,Kolar,Food Poisoning,21.0,0.0,,,
2016,46,,Kerala,Wayanad,Shigellosis,17.0,0.0,,,
2016,46,,Maharashtra,Beed,Dengue & Chikungunya,8.0,0.0,,,
2016,46,,Odisha,Angul,Acute Diarrheal Disease,13.0,0.0,,,
2016,46,,Odisha,Khurdha,Acute Diarrheal Disease,15.0,0.0,,,
2016,46,,Punjab,Faridkot,Mumps,6.0,0.0,,,
2016,46,,Chhattisgarh,Dhamtari,Acute Diarrheal Disease,153.0,,,,
2016,46,,Jammu & Kashmir,Kathua,Acute Diarrheal Disease,116.0,,,,
2016,46,,Jharkhand,Ranchi,Chickenpox,9.0,,,,
2016,46,,Kerala,Ernakulam,Chickenpox,28.0,,,,
2016,46,,Maharashtra,Nandurbar,Acute Diarrheal Disease,51.0,,,,
2016,46,,Mizoram,Aizwal East,Dengue,141.0,,,,
2016,46,,Mizoram,Aizwal East,Food Poisoning,16.0,,,,
2016,46,,Mizoram,Aizwal West,Dengue,4.0,,,,
2016,46,,Odisha,Mayurbhanj,Acute Diarrheal Disease,28.0,,,,
2016,46,,Telangana,Hyderabad,Food Poisoning,49.0,,,,
2016,46,,Telangana,Mahabubnagar,Food Poisoning,55.0,,,,
2016,46,,,Manipur,Dengue,42.0,1.0,,,
2016,46,,,Medak,Cholera,59.0,0.0,,,"44 cases were reported in week 38, Cases increased to 59. All cases treated symptomatically. Health education given."
2016,47,,Gujarat,Amreli,Food Poisoning,79.0,0.0,,,
2016,47,,Kerala,Ernakulam,Hepatitis A,28.0,0.0,,,
2016,47,,Maharashtra,Ratnagiri,Dengue,40.0,0.0,,,
2016,47,,Odisha,Kandhamal,Food Poisoning,295.0,0.0,,,
2016,47,,Odisha,Rayagada,Acute Diarrheal Disease,33.0,0.0,,,
2016,47,,Tamil Nadu,Dharampuri,Food Borne Illness,10.0,0.0,,,
2016,47,,Tamil Nadu,Ramanathapuram,Dengue,24.0,0.0,,,
2016,47,,Tamil Nadu,Salem,Hepatitis A,11.0,0.0,,,
2016,47,,Tamil Nadu,Thiruvallur,Acute Diarrheal Disease,60.0,0.0,,,
2016,47,,Arunachal Pradesh,Lohit,Fever With Rash,17.0,,,,Under Surveillance
2016,47,,,Tawang,Chickenpox,6.0,,,,
2016,47,,Chhattisgarh,Dhamtari,Food Poisoning,40.0,,,,Under Control
2016,47,,Gujarat,Amreli,Measles,7.0,,,,Under Surveillance
2016,47,,Jharkhand,Pakur,Falciparum Malaria,2012.0,,,,Under Surveillance
2016,47,,Kerala,Thiruvananthapu Ram,Dengue,7.0,,,,Under control
2016,47,,Maharashtra,Raigad,,28.0,,,,
2016,47,,Maharashtra,Raigad,Hepatitis E,66.0,,,,
2016,47,,Maharashtra,Raigad,Suspected Dengue,43.0,,,,
2016,47,,Maharashtra,Raigad,,5.0,,,,"Cases reported from Village Parwadi, SC Nate, PHC Pachad, Block Mahad. District RRT investigated the outbreak. House to house survey done. Out of 10 Water samples tested at RH Mahad; 03 found non potable. All cases treated symptomatically. Health education given."
2016,47,,Maharashtra,Ratnagiri,Acute Diarrheal Disease,25.0,,,,
2016,47,,Maharashtra,Thane,,26.0,,,,
2016,47,,Odisha,Keonjhar,Suspected Measles,13.0,,,,
2016,47,,Odisha,Nawarangpur,Chicken Pox,53.0,,,,"Cases reported from Village Chhatrabar, SC Ghataguda, CHC Papadahandi. District RRT investigated the outbreak. House to house survey done. Majority of cases were in <15 years of age"
2016,47,,Puducherry,Karikal,Dengue,4.0,,,,
2016,47,,Telangana,Medak,Cholera,43.0,,,,
