date,state,disease,total_cases,total_deaths
2013-11-04,Arunachal Pradesh,Dengue,8,2
2015-06-29,Arunachal Pradesh,Dengue,68,0
2015-07-27,Arunachal Pradesh,Dengue,473,0
2015-08-03,Arunachal Pradesh,Dengue,690,0
2015-08-10,Arunachal Pradesh,Dengue,982,0
2015-08-31,Arunachal Pradesh,Dengue,15,0
2015-09-07,Arunachal Pradesh,Dengue,52,0
2015-09-14,Arunachal Pradesh,Dengue,1769,1
2015-09-21,Arunachal Pradesh,Dengue,1834,1
2015-09-28,Arunachal Pradesh,Dengue,1875,1
2015-10-05,Arunachal Pradesh,Dengue,1947,1
2015-10-12,Arunachal Pradesh,Dengue,1798,1
2015-10-19,Arunachal Pradesh,Dengue,20,0
2015-11-02,Arunachal Pradesh,Dengue,1801,1
2015-11-16,Arunachal Pradesh,Dengue,106,0
2015-11-30,Arunachal Pradesh,Dengue,95,0
2015-12-07,Arunachal Pradesh,Dengue,102,0
2016-08-22,Arunachal Pradesh,Dengue,5,0
2019-07-01,Arunachal Pradesh,Dengue,15,0
2019-08-12,Arunachal Pradesh,Dengue,168,0
2019-08-19,Arunachal Pradesh,Dengue,158,0
2023-07-31,Arunachal Pradesh,Dengue,31,0
2023-10-09,Arunachal Pradesh,Dengue,10,0
2025-08-11,Arunachal Pradesh,Dengue,98,0
2016-11-07,Arunachal Pradesh,Fever With Rash,9,0
2016-11-21,Arunachal Pradesh,Fever With Rash,17,0
2017-02-20,Arunachal Pradesh,Fever With Rash,6,0
2016-12-19,Arunachal Pradesh,Food Poisoning,15,0
2019-03-11,Arunachal Pradesh,Food Poisoning,6,3
2019-04-22,Arunachal Pradesh,Food Poisoning,14,0
2019-10-14,Arunachal Pradesh,Food Poisoning,16,0
2019-11-04,Arunachal Pradesh,Food Poisoning,13,0
2020-03-16,Arunachal Pradesh,Food Poisoning,27,2
2022-05-09,Arunachal Pradesh,Food Poisoning,3,0
2017-11-13,Arunachal Pradesh,Gastroenteritis,0,0
2013-07-01,Arunachal Pradesh,Malaria,52,0
2015-10-26,Arunachal Pradesh,Malaria,40,0
2015-11-02,Arunachal Pradesh,Malaria,61,2
2015-11-16,Arunachal Pradesh,Malaria,407,2
2022-05-30,Arunachal Pradesh,Malaria,36,0
2016-01-04,Arunachal Pradesh,Measles,11,0
2016-01-25,Arunachal Pradesh,Measles,0,0
2016-02-22,Arunachal Pradesh,Measles,24,0
2016-08-15,Arunachal Pradesh,Measles,45,0
2016-08-29,Arunachal Pradesh,Measles,37,0
2016-09-26,Arunachal Pradesh,Measles,6,0
2016-11-14,Arunachal Pradesh,Measles,12,0
2016-12-19,Arunachal Pradesh,Measles,39,0
2017-01-23,Arunachal Pradesh,Measles,22,0
2017-02-06,Arunachal Pradesh,Measles,19,0
2017-04-24,Arunachal Pradesh,Measles,0,0
2017-07-17,Arunachal Pradesh,Measles,27,0
2018-02-12,Arunachal Pradesh,Measles,20,0
2024-01-22,Arunachal Pradesh,Measles,11,0
2024-01-29,Arunachal Pradesh,Measles,19,0
2024-04-15,Arunachal Pradesh,Measles,9,0
2024-05-13,Arunachal Pradesh,Measles,9,0
2024-05-20,Arunachal Pradesh,Measles,5,0
2024-09-16,Arunachal Pradesh,Measles,2,0
2025-08-04,Arunachal Pradesh,Measles,7,0
2025-08-18,Arunachal Pradesh,Measles,10,0
2025-12-29,Arunachal Pradesh,Measles,5,0
2015-10-26,Arunachal Pradesh,Mumps,9,0
2016-04-25,Arunachal Pradesh,Mumps,9,0
2018-01-29,Arunachal Pradesh,Mumps,0,0
2018-09-03,Arunachal Pradesh,Mumps,34,0
2018-12-24,Arunachal Pradesh,Mumps,20,0
2024-03-11,Arunachal Pradesh,Mumps,115,0
2024-04-15,Arunachal Pradesh,Mumps,18,0
2023-06-26,Arunachal Pradesh,Mushroom Poisoning,16,0
2024-02-26,Arunachal Pradesh,Mushroom Poisoning,7,1
2019-10-14,Arunachal Pradesh,Pertussis,8,0
2023-09-11,Arunachal Pradesh,Rabies,1,1
2024-01-15,Arunachal Pradesh,Rabies,1,1
2024-03-04,Arunachal Pradesh,Rabies,3,3
2025-01-13,Arunachal Pradesh,Rabies,1,1
2025-01-27,Arunachal Pradesh,Rabies,1,1
2025-02-24,Arunachal Pradesh,Rabies,1,1
2013-09-23,Arunachal Pradesh,Scrub Typhus,9,0
2016-08-15,Arunachal Pradesh,Scrub Typhus,4,0
2019-06-10,Arunachal Pradesh,Scrub Typhus,3,0
2019-07-08,Arunachal Pradesh,Scrub Typhus,18,0
2019-09-23,Arunachal Pradesh,Scrub Typhus,10,3
2020-08-03,Arunachal Pradesh,Scrub Typhus,21,2
2020-09-07,Arunachal Pradesh,Scrub Typhus,53,4
2022-05-23,Arunachal Pradesh,Scrub Typhus,2,0
2023-07-10,Arunachal Pradesh,Scrub Typhus,12,0
2023-08-21,Arunachal Pradesh,Scrub Typhus,12,2
2023-11-13,Arunachal Pradesh,Scrub Typhus,34,0
2025-06-23,Arunachal Pradesh,Scrub Typhus,15,0
2025-08-25,Arunachal Pradesh,Scrub Typhus,13,0
2014-06-23,Arunachal Pradesh,Typhoid Fever,29,0
2015-05-25,Arunachal Pradesh,Typhoid Fever,0,0
2015-08-10,Arunachal Pradesh,Typhoid Fever,8,0
2016-07-04,Arunachal Pradesh,Typhoid Fever,27,0
2016-08-15,Arunachal Pradesh,Typhoid Fever,39,0
2016-09-26,Arunachal Pradesh,Typhoid Fever,41,0
2017-06-12,Arunachal Pradesh,Typhoid Fever,0,0
2019-07-08,Arunachal Pradesh,Typhoid Fever,42,0
2019-08-05,Arunachal Pradesh,Typhoid Fever,19,0
2019-08-19,Arunachal Pradesh,Typhoid Fever,24,0
2020-05-18,Arunachal Pradesh,Typhoid Fever,12,0
2025-08-11,Arunachal Pradesh,Typhoid Fever,78,0
2025-11-10,Arunachal Pradesh,Typhoid Fever,33,0
2018-10-08,Arunachal Pradesh,Viral Hepatitis,18,0
2013-04-22,Assam,Acute Diarrhoeal Disease,33,2
2013-05-20,Assam,Acute Diarrhoeal Disease,27,1
2013-09-09,Assam,Acute Diarrhoeal Disease,16,0
2013-09-16,Assam,Acute Diarrhoeal Disease,39,1
2013-10-28,Assam,Acute Diarrhoeal Disease,10,2
2014-01-13,Assam,Acute Diarrhoeal Disease,18,0
2014-02-03,Assam,Acute Diarrhoeal Disease,14,1
2014-05-05,Assam,Acute Diarrhoeal Disease,21,0
2014-05-26,Assam,Acute Diarrhoeal Disease,20,0
2014-06-09,Assam,Acute Diarrhoeal Disease,68,0
2014-06-16,Assam,Acute Diarrhoeal Disease,68,0
2014-07-14,Assam,Acute Diarrhoeal Disease,104,0
2014-07-28,Assam,Acute Diarrhoeal Disease,104,1
2014-10-20,Assam,Acute Diarrhoeal Disease,12,0
2014-11-10,Assam,Acute Diarrhoeal Disease,22,0
2014-11-17,Assam,Acute Diarrhoeal Disease,42,0
2014-12-22,Assam,Acute Diarrhoeal Disease,20,0
2015-01-19,Assam,Acute Diarrhoeal Disease,18,0
2015-01-26,Assam,Acute Diarrhoeal Disease,18,0
2015-02-02,Assam,Acute Diarrhoeal Disease,0,0
2015-02-16,Assam,Acute Diarrhoeal Disease,0,0
2015-03-30,Assam,Acute Diarrhoeal Disease,42,0
2015-09-14,Assam,Acute Diarrhoeal Disease,82,1
2015-10-05,Assam,Acute Diarrhoeal Disease,142,1
2015-10-12,Assam,Acute Diarrhoeal Disease,14,0
2015-11-09,Assam,Acute Diarrhoeal Disease,28,0
2015-12-21,Assam,Acute Diarrhoeal Disease,31,0
2016-02-15,Assam,Acute Diarrhoeal Disease,57,2
2016-02-29,Assam,Acute Diarrhoeal Disease,0,1
2016-04-18,Assam,Acute Diarrhoeal Disease,135,1
2016-04-25,Assam,Acute Diarrhoeal Disease,208,1
2016-05-09,Assam,Acute Diarrhoeal Disease,35,2
2016-05-30,Assam,Acute Diarrhoeal Disease,36,0
2016-06-13,Assam,Acute Diarrhoeal Disease,13,0
2016-06-20,Assam,Acute Diarrhoeal Disease,15,1
2016-09-05,Assam,Acute Diarrhoeal Disease,0,0
2016-09-19,Assam,Acute Diarrhoeal Disease,52,0
2017-02-13,Assam,Acute Diarrhoeal Disease,12,0
2017-02-27,Assam,Acute Diarrhoeal Disease,0,0
2017-03-27,Assam,Acute Diarrhoeal Disease,0,1
2017-04-10,Assam,Acute Diarrhoeal Disease,0,0
2017-05-15,Assam,Acute Diarrhoeal Disease,0,0
2017-05-22,Assam,Acute Diarrhoeal Disease,0,0
2017-06-05,Assam,Acute Diarrhoeal Disease,0,0
2017-08-28,Assam,Acute Diarrhoeal Disease,0,0
2017-09-04,Assam,Acute Diarrhoeal Disease,8,0
2017-09-11,Assam,Acute Diarrhoeal Disease,25,0
2017-10-02,Assam,Acute Diarrhoeal Disease,0,0
2017-10-16,Assam,Acute Diarrhoeal Disease,34,0
2017-10-23,Assam,Acute Diarrhoeal Disease,0,2
2017-11-20,Assam,Acute Diarrhoeal Disease,0,1
2017-12-25,Assam,Acute Diarrhoeal Disease,0,0
2018-04-09,Assam,Acute Diarrhoeal Disease,41,0
2018-05-14,Assam,Acute Diarrhoeal Disease,8,0
2018-05-28,Assam,Acute Diarrhoeal Disease,50,0
2018-06-11,Assam,Acute Diarrhoeal Disease,49,0
2018-09-24,Assam,Acute Diarrhoeal Disease,32,0
2018-10-29,Assam,Acute Diarrhoeal Disease,35,0
2018-12-03,Assam,Acute Diarrhoeal Disease,14,0
2019-03-11,Assam,Acute Diarrhoeal Disease,9,0
2019-03-18,Assam,Acute Diarrhoeal Disease,35,0
2019-06-03,Assam,Acute Diarrhoeal Disease,15,0
2019-06-10,Assam,Acute Diarrhoeal Disease,13,0
2019-06-17,Assam,Acute Diarrhoeal Disease,8,0
2019-08-05,Assam,Acute Diarrhoeal Disease,10,0
2019-08-12,Assam,Acute Diarrhoeal Disease,31,0
2019-09-02,Assam,Acute Diarrhoeal Disease,7,0
2019-09-09,Assam,Acute Diarrhoeal Disease,16,0
2019-09-30,Assam,Acute Diarrhoeal Disease,4,1
2019-11-18,Assam,Acute Diarrhoeal Disease,2,1
2019-11-25,Assam,Acute Diarrhoeal Disease,12,0
2019-12-02,Assam,Acute Diarrhoeal Disease,9,1
2020-01-06,Assam,Acute Diarrhoeal Disease,58,0
2020-02-10,Assam,Acute Diarrhoeal Disease,6,2
2020-05-18,Assam,Acute Diarrhoeal Disease,21,0
2020-11-02,Assam,Acute Diarrhoeal Disease,42,2
2021-02-01,Assam,Acute Diarrhoeal Disease,13,0
2021-03-01,Assam,Acute Diarrhoeal Disease,1,0
2021-08-30,Assam,Acute Diarrhoeal Disease,34,0
2022-05-30,Assam,Acute Diarrhoeal Disease,15,0
2022-06-06,Assam,Acute Diarrhoeal Disease,72,0
2022-09-12,Assam,Acute Diarrhoeal Disease,4,0
2022-12-05,Assam,Acute Diarrhoeal Disease,15,0
2023-01-09,Assam,Acute Diarrhoeal Disease,31,1
2023-02-20,Assam,Acute Diarrhoeal Disease,28,0
2023-03-06,Assam,Acute Diarrhoeal Disease,22,0
2023-05-08,Assam,Acute Diarrhoeal Disease,27,0
2023-05-29,Assam,Acute Diarrhoeal Disease,7,0
2023-06-12,Assam,Acute Diarrhoeal Disease,7,0
2023-07-03,Assam,Acute Diarrhoeal Disease,110,0
2023-07-10,Assam,Acute Diarrhoeal Disease,24,0
2023-07-24,Assam,Acute Diarrhoeal Disease,21,0
2023-08-14,Assam,Acute Diarrhoeal Disease,7,0
2023-08-21,Assam,Acute Diarrhoeal Disease,65,0
2023-08-28,Assam,Acute Diarrhoeal Disease,37,0
2023-09-18,Assam,Acute Diarrhoeal Disease,74,0
2023-11-06,Assam,Acute Diarrhoeal Disease,8,0
2023-12-11,Assam,Acute Diarrhoeal Disease,122,0
2023-12-25,Assam,Acute Diarrhoeal Disease,10,0
2024-04-15,Assam,Acute Diarrhoeal Disease,12,0
2024-05-27,Assam,Acute Diarrhoeal Disease,6,0
2024-06-10,Assam,Acute Diarrhoeal Disease,6,0
2024-09-23,Assam,Acute Diarrhoeal Disease,153,0
2024-09-30,Assam,Acute Diarrhoeal Disease,24,1
2024-10-07,Assam,Acute Diarrhoeal Disease,14,0
2024-10-21,Assam,Acute Diarrhoeal Disease,12,0
2024-12-02,Assam,Acute Diarrhoeal Disease,13,0
2024-12-16,Assam,Acute Diarrhoeal Disease,13,0
2025-01-06,Assam,Acute Diarrhoeal Disease,16,0
2025-02-03,Assam,Acute Diarrhoeal Disease,19,0
2025-02-10,Assam,Acute Diarrhoeal Disease,9,0
2025-03-03,Assam,Acute Diarrhoeal Disease,28,0
2025-03-10,Assam,Acute Diarrhoeal Disease,5,0
2025-03-31,Assam,Acute Diarrhoeal Disease,13,0
2025-09-08,Assam,Acute Diarrhoeal Disease,51,0
2025-12-15,Assam,Acute Diarrhoeal Disease,30,0
2013-02-25,Assam,Acute Encephalitis Syndrome,5,0
2013-06-17,Assam,Acute Encephalitis Syndrome,38,4
2013-07-08,Assam,Acute Encephalitis Syndrome,42,15
2013-07-15,Assam,Acute Encephalitis Syndrome,123,19
2013-07-29,Assam,Acute Encephalitis Syndrome,25,6
2013-08-05,Assam,Acute Encephalitis Syndrome,57,55
2013-08-12,Assam,Acute Encephalitis Syndrome,24,7
2014-07-14,Assam,Acute Encephalitis Syndrome,52,10
2014-07-21,Assam,Acute Encephalitis Syndrome,196,16
2014-07-28,Assam,Acute Encephalitis Syndrome,249,49
2014-08-04,Assam,Acute Encephalitis Syndrome,74,16
2014-08-11,Assam,Acute Encephalitis Syndrome,43,8
2015-06-29,Assam,Acute Encephalitis Syndrome,21,5
2015-07-06,Assam,Acute Encephalitis Syndrome,4,1
2015-07-13,Assam,Acute Encephalitis Syndrome,33,10
2015-07-20,Assam,Acute Encephalitis Syndrome,17,4
2015-08-03,Assam,Acute Encephalitis Syndrome,18,3
2015-08-10,Assam,Acute Encephalitis Syndrome,46,16
2016-02-15,Assam,Acute Encephalitis Syndrome,2,2
2016-05-30,Assam,Acute Encephalitis Syndrome,12,5
2016-06-13,Assam,Acute Encephalitis Syndrome,33,8
2016-06-20,Assam,Acute Encephalitis Syndrome,109,19
2016-07-04,Assam,Acute Encephalitis Syndrome,2,0
2016-08-01,Assam,Acute Encephalitis Syndrome,3,1
2017-05-01,Assam,Acute Encephalitis Syndrome,7,3
2017-05-15,Assam,Acute Encephalitis Syndrome,44,2
2017-06-05,Assam,Acute Encephalitis Syndrome,17,1
2017-07-10,Assam,Acute Encephalitis Syndrome,38,8
2017-07-24,Assam,Acute Encephalitis Syndrome,3,1
2018-03-05,Assam,Acute Encephalitis Syndrome,21,3
2018-05-14,Assam,Acute Encephalitis Syndrome,17,2
2018-07-02,Assam,Acute Encephalitis Syndrome,4,1
2018-07-09,Assam,Acute Encephalitis Syndrome,3,2
2018-07-23,Assam,Acute Encephalitis Syndrome,1,1
2018-09-24,Assam,Acute Encephalitis Syndrome,5,0
2019-03-25,Assam,Acute Encephalitis Syndrome,5,0
2019-04-29,Assam,Acute Encephalitis Syndrome,1,1
2019-06-10,Assam,Acute Encephalitis Syndrome,1,1
2019-06-17,Assam,Acute Encephalitis Syndrome,1,1
2019-06-24,Assam,Acute Encephalitis Syndrome,1350,177
2019-07-01,Assam,Acute Encephalitis Syndrome,1481,207
2019-07-08,Assam,Acute Encephalitis Syndrome,1824,257
2019-07-22,Assam,Acute Encephalitis Syndrome,2417,318
2019-09-30,Assam,Acute Encephalitis Syndrome,1,1
2019-10-28,Assam,Acute Encephalitis Syndrome,1,1
2020-05-18,Assam,Acute Encephalitis Syndrome,4,0
2020-07-06,Assam,Acute Encephalitis Syndrome,2,1
2020-07-13,Assam,Acute Encephalitis Syndrome,6,0
2020-07-20,Assam,Acute Encephalitis Syndrome,7,3
2020-07-27,Assam,Acute Encephalitis Syndrome,5,0
2020-08-03,Assam,Acute Encephalitis Syndrome,6,0
2020-08-10,Assam,Acute Encephalitis Syndrome,6,1
2020-08-17,Assam,Acute Encephalitis Syndrome,1,0
2020-08-24,Assam,Acute Encephalitis Syndrome,9,1
2020-08-31,Assam,Acute Encephalitis Syndrome,6,0
2020-10-05,Assam,Acute Encephalitis Syndrome,13,4
2020-10-19,Assam,Acute Encephalitis Syndrome,4,2
2021-06-14,Assam,Acute Encephalitis Syndrome,1,0
2021-06-28,Assam,Acute Encephalitis Syndrome,4,3
2021-07-05,Assam,Acute Encephalitis Syndrome,4,1
2021-07-12,Assam,Acute Encephalitis Syndrome,3,0
2021-07-19,Assam,Acute Encephalitis Syndrome,5,0
2021-07-26,Assam,Acute Encephalitis Syndrome,3,0
2021-08-02,Assam,Acute Encephalitis Syndrome,10,2
2021-08-09,Assam,Acute Encephalitis Syndrome,2,1
2021-08-16,Assam,Acute Encephalitis Syndrome,1,1
2021-08-23,Assam,Acute Encephalitis Syndrome,1,1
2021-09-13,Assam,Acute Encephalitis Syndrome,1,0
2021-10-04,Assam,Acute Encephalitis Syndrome,1,1
2022-06-20,Assam,Acute Encephalitis Syndrome,1,1
2022-08-15,Assam,Acute Encephalitis Syndrome,4,1
2022-09-19,Assam,Acute Encephalitis Syndrome,3,0
2023-05-01,Assam,Acute Encephalitis Syndrome,1,0
2023-05-15,Assam,Acute Encephalitis Syndrome,2,0
2023-08-14,Assam,Acute Encephalitis Syndrome,1,1
2024-04-29,Assam,Acute Encephalitis Syndrome,1,1
2024-05-27,Assam,Acute Encephalitis Syndrome,1,1
2024-10-14,Assam,Acute Encephalitis Syndrome,1,1
2025-06-16,Assam,Acute Encephalitis Syndrome,15,0
2025-07-07,Assam,Acute Encephalitis Syndrome,12,3
2025-07-28,Assam,Acute Encephalitis Syndrome,13,4
2013-05-20,Assam,Acute Febrile Illness,22,0
2013-09-30,Assam,Acute Febrile Illness,65,0
2014-02-24,Assam,Acute Febrile Illness,15,0
2017-10-09,Assam,Acute Febrile Illness,0,0
2018-01-01,Assam,Acute Febrile Illness,0,0
2018-07-09,Assam,Acute Febrile Illness,28,0
2019-06-17,Assam,Acute Febrile Illness,8,0
2019-07-22,Assam,Acute Febrile Illness,38,0
2019-08-19,Assam,Acute Febrile Illness,4,0
2019-09-02,Assam,Acute Febrile Illness,202,0
2020-02-03,Assam,Acute Febrile Illness,8,0
2020-09-14,Assam,Acute Febrile Illness,43,0
2023-07-10,Assam,Acute Febrile Illness,21,0
2023-11-20,Assam,Acute Febrile Illness,32,0
2024-02-19,Assam,Acute Febrile Illness,14,0
2024-05-13,Assam,Acute Febrile Illness,15,0
2025-03-17,Assam,Acute Febrile Illness,29,0
2025-05-12,Assam,Acute Febrile Illness,19,0
2025-07-21,Assam,Acute Febrile Illness,19,0
2025-10-20,Assam,Acute Febrile Illness,12,0
2021-03-01,Assam,Acute Flaccid Paralysis,1,0
2023-05-01,Assam,Acute Flaccid Paralysis,2,0
2020-02-17,Assam,Acute Respiratory Illness,8,6
2013-04-08,Assam,Chickenpox,10,0
2013-04-15,Assam,Chickenpox,27,0
2013-05-13,Assam,Chickenpox,0,0
2013-06-03,Assam,Chickenpox,8,0
2014-04-14,Assam,Chickenpox,29,0
2014-05-05,Assam,Chickenpox,11,0
2014-12-29,Assam,Chickenpox,0,0
2015-05-11,Assam,Chickenpox,9,1
2015-05-18,Assam,Chickenpox,9,1
2015-12-07,Assam,Chickenpox,12,0
2016-03-07,Assam,Chickenpox,10,0
2016-03-21,Assam,Chickenpox,10,0
2016-04-25,Assam,Chickenpox,10,0
2016-05-16,Assam,Chickenpox,28,0
2016-06-06,Assam,Chickenpox,34,0
2016-06-20,Assam,Chickenpox,22,0
2016-07-18,Assam,Chickenpox,7,0
2016-12-05,Assam,Chickenpox,17,0
2017-02-13,Assam,Chickenpox,7,0
2017-02-27,Assam,Chickenpox,0,0
2017-03-13,Assam,Chickenpox,10,0
2017-03-27,Assam,Chickenpox,0,0
2017-04-03,Assam,Chickenpox,0,0
2017-04-17,Assam,Chickenpox,0,0
2017-04-24,Assam,Chickenpox,0,0
2017-05-22,Assam,Chickenpox,0,0
2017-06-19,Assam,Chickenpox,0,0
2017-07-24,Assam,Chickenpox,0,0
2018-01-01,Assam,Chickenpox,0,0
2018-05-07,Assam,Chickenpox,25,0
2018-05-21,Assam,Chickenpox,34,0
2018-10-01,Assam,Chickenpox,6,0
2018-11-26,Assam,Chickenpox,20,0
2019-02-04,Assam,Chickenpox,14,0
2019-03-25,Assam,Chickenpox,14,0
2019-06-10,Assam,Chickenpox,6,0
2019-06-17,Assam,Chickenpox,18,0
2019-08-19,Assam,Chickenpox,14,0
2019-11-11,Assam,Chickenpox,9,0
2019-11-25,Assam,Chickenpox,12,0
2019-12-02,Assam,Chickenpox,6,0
2019-12-30,Assam,Chickenpox,10,0
2020-01-06,Assam,Chickenpox,8,0
2020-02-24,Assam,Chickenpox,16,0
2020-03-02,Assam,Chickenpox,6,2
2020-03-09,Assam,Chickenpox,4,0
2020-04-20,Assam,Chickenpox,11,0
2020-05-04,Assam,Chickenpox,5,0
2020-05-11,Assam,Chickenpox,4,0
2020-12-21,Assam,Chickenpox,15,0
2021-01-25,Assam,Chickenpox,22,0
2021-02-08,Assam,Chickenpox,41,0
2022-04-25,Assam,Chickenpox,13,0
2023-01-02,Assam,Chickenpox,19,0
2023-02-13,Assam,Chickenpox,20,0
2023-05-01,Assam,Chickenpox,5,0
2023-07-03,Assam,Chickenpox,6,0
2024-01-01,Assam,Chickenpox,6,0
2024-02-12,Assam,Chickenpox,8,0
2024-02-19,Assam,Chickenpox,10,0
2024-03-11,Assam,Chickenpox,10,0
2024-03-18,Assam,Chickenpox,8,0
2024-04-08,Assam,Chickenpox,11,0
2024-04-29,Assam,Chickenpox,5,0
2024-09-02,Assam,Chickenpox,8,0
2025-02-17,Assam,Chickenpox,19,0
2025-03-24,Assam,Chickenpox,8,0
2025-04-21,Assam,Chickenpox,1,1
2025-05-19,Assam,Chickenpox,13,0
2025-05-26,Assam,Chickenpox,10,0
2025-06-02,Assam,Chickenpox,12,0
2025-08-11,Assam,Chickenpox,11,0
2016-10-03,Assam,Chikungunya,33,0
2016-10-31,Assam,Chikungunya,33,0
2013-08-05,Assam,Cholera,14,0
2013-10-14,Assam,Cholera,28,0
2013-11-11,Assam,Cholera,18,0
2014-09-08,Assam,Cholera,59,1
2014-09-15,Assam,Cholera,110,3
2014-09-22,Assam,Cholera,132,4
2016-01-18,Assam,Cholera,2,0
2016-01-25,Assam,Cholera,172,2
2016-02-08,Assam,Cholera,193,2
2016-04-04,Assam,Cholera,23,0
2016-05-30,Assam,Cholera,235,1
2016-06-20,Assam,Cholera,11,0
2017-08-28,Assam,Cholera,0,0
2018-03-12,Assam,Cholera,19,0
2019-09-09,Assam,Cholera,5,0
2013-09-02,Assam,Dengue,0,0
2015-09-07,Assam,Dengue,21,0
2015-09-21,Assam,Dengue,153,0
2015-09-28,Assam,Dengue,153,0
2015-10-12,Assam,Dengue,11,0
2015-10-19,Assam,Dengue,459,1
2015-11-02,Assam,Dengue,489,1
2015-11-09,Assam,Dengue,9,0
2016-05-23,Assam,Dengue,27,0
2016-08-01,Assam,Dengue,180,0
2016-08-08,Assam,Dengue,14,0
2016-09-26,Assam,Dengue,113,0
2016-11-07,Assam,Dengue,46,0
2017-04-10,Assam,Dengue,0,0
2017-07-24,Assam,Dengue,0,0
2017-09-18,Assam,Dengue,4,1
2017-10-16,Assam,Dengue,7,0
2017-10-23,Assam,Dengue,27,0
2017-10-30,Assam,Dengue,10,0
2018-06-18,Assam,Dengue,0,0
2019-01-14,Assam,Dengue,12,0
2019-09-02,Assam,Dengue,8,0
2019-11-18,Assam,Dengue,1,0
2021-12-20,Assam,Dengue,1,0
2022-06-06,Assam,Dengue,2,0
2023-05-01,Assam,Dengue,1,0
2024-10-28,Assam,Dengue,57,0
2024-11-04,Assam,Dengue,56,1
2013-12-16,Assam,Diphtheria,13,0
2015-10-12,Assam,Diphtheria,9,1
2016-01-04,Assam,Diphtheria,1,0
2016-01-18,Assam,Diphtheria,1,0
2016-05-09,Assam,Diphtheria,4,0
2016-07-04,Assam,Diphtheria,4,1
2016-08-22,Assam,Diphtheria,4,1
2019-03-18,Assam,Diphtheria,1,0
2019-06-17,Assam,Diphtheria,1,0
2024-08-26,Assam,Diphtheria,1,1
2024-10-14,Assam,Diphtheria,1,1
2015-05-18,Assam,Fever With Rash,15,0
2015-06-01,Assam,Fever With Rash,15,0
2016-06-27,Assam,Fever With Rash,15,0
2024-04-22,Assam,Fever With Rash,3,0
2025-06-16,Assam,Fever With Rash,6,0
2013-02-04,Assam,Food Poisoning,45,0
2013-02-18,Assam,Food Poisoning,800,0
2013-02-25,Assam,Food Poisoning,31,0
2013-03-18,Assam,Food Poisoning,44,1
2013-04-01,Assam,Food Poisoning,426,0
2013-05-20,Assam,Food Poisoning,43,0
2013-06-10,Assam,Food Poisoning,11,0
2013-06-17,Assam,Food Poisoning,42,0
2013-06-24,Assam,Food Poisoning,38,0
2013-07-22,Assam,Food Poisoning,22,0
2013-08-05,Assam,Food Poisoning,43,0
2013-08-19,Assam,Food Poisoning,100,0
2013-08-26,Assam,Food Poisoning,33,0
2013-09-23,Assam,Food Poisoning,94,0
2013-10-07,Assam,Food Poisoning,198,0
2013-12-23,Assam,Food Poisoning,9,1
2014-03-24,Assam,Food Poisoning,150,0
2014-03-31,Assam,Food Poisoning,31,0
2014-07-21,Assam,Food Poisoning,39,0
2014-09-08,Assam,Food Poisoning,22,0
2014-10-27,Assam,Food Poisoning,32,1
2014-12-01,Assam,Food Poisoning,19,0
2015-02-23,Assam,Food Poisoning,0,0
2015-03-23,Assam,Food Poisoning,61,0
2015-04-27,Assam,Food Poisoning,0,0
2015-05-04,Assam,Food Poisoning,0,0
2015-06-08,Assam,Food Poisoning,39,0
2015-06-22,Assam,Food Poisoning,60,0
2015-06-29,Assam,Food Poisoning,85,0
2015-07-13,Assam,Food Poisoning,63,0
2015-08-31,Assam,Food Poisoning,56,0
2015-10-26,Assam,Food Poisoning,153,0
2016-01-18,Assam,Food Poisoning,900,0
2016-03-07,Assam,Food Poisoning,16,0
2016-03-14,Assam,Food Poisoning,0,0
2016-05-09,Assam,Food Poisoning,86,0
2016-05-23,Assam,Food Poisoning,86,0
2016-07-11,Assam,Food Poisoning,111,0
2016-07-25,Assam,Food Poisoning,66,0
2016-08-15,Assam,Food Poisoning,29,0
2016-08-22,Assam,Food Poisoning,22,0
2016-09-05,Assam,Food Poisoning,0,1
2016-09-12,Assam,Food Poisoning,0,0
2016-12-05,Assam,Food Poisoning,5,0
2016-12-12,Assam,Food Poisoning,69,0
2016-12-19,Assam,Food Poisoning,43,0
2017-01-09,Assam,Food Poisoning,26,2
2017-01-16,Assam,Food Poisoning,34,0
2017-02-27,Assam,Food Poisoning,39,0
2017-03-13,Assam,Food Poisoning,28,0
2017-04-03,Assam,Food Poisoning,0,0
2017-04-17,Assam,Food Poisoning,0,0
2017-04-24,Assam,Food Poisoning,0,0
2017-05-01,Assam,Food Poisoning,0,0
2017-05-08,Assam,Food Poisoning,0,0
2017-05-15,Assam,Food Poisoning,0,0
2017-05-22,Assam,Food Poisoning,0,0
2017-06-26,Assam,Food Poisoning,0,0
2017-08-21,Assam,Food Poisoning,0,0
2017-09-04,Assam,Food Poisoning,0,0
2017-09-18,Assam,Food Poisoning,0,0
2017-11-13,Assam,Food Poisoning,0,0
2018-01-01,Assam,Food Poisoning,0,0
2018-02-19,Assam,Food Poisoning,128,0
2018-04-02,Assam,Food Poisoning,14,0
2018-09-17,Assam,Food Poisoning,89,0
2018-09-24,Assam,Food Poisoning,128,0
2018-10-01,Assam,Food Poisoning,19,0
2018-10-08,Assam,Food Poisoning,65,1
2018-10-15,Assam,Food Poisoning,34,0
2018-10-22,Assam,Food Poisoning,24,0
