date,total_deaths,month,week_of_year,year,month_sin,month_cos,week_sin,week_cos,is_monsoon,is_winter,lag_1,lag_2,lag_4,lag_8,rolling_mean_4,rolling_mean_8,rolling_std_4,rolling_max_4,state_Andaman And Nicobar Islands,state_Andhra Pradesh,state_Arunachal Pradesh,state_Assam,state_Bihar,state_Chandigarh,state_Chhattisgarh,state_Dadra And Nagar Haveli And Daman And Diu,state_Delhi,state_Goa,state_Gujarat,state_Haryana,state_Himachal Pradesh,state_Jammu And Kashmir,state_Jharkhand,state_Karnataka,state_Kerala,state_Lakshadweep,state_Madhya Pradesh,state_Maharashtra,state_Manipur,state_Meghalaya,state_Mizoram,state_Nagaland,state_Odisha,state_Puducherry,state_Punjab,state_Rajasthan,state_Sikkim,state_Tamil Nadu,state_Telangana,state_Tripura,state_Uttar Pradesh,state_Uttarakhand,state_West Bengal,disease_Acute Diarrhoeal Disease,disease_Acute Encephalitis Syndrome,disease_Acute Febrile Illness,disease_Acute Flaccid Paralysis,disease_Alcohol Poisoning,disease_Anthrax,disease_CCHF,disease_COVID-19,disease_Chandipura Viral Encephalitis,disease_Chickenpox,disease_Chikungunya,disease_Cholera,disease_Dengue,disease_Dengue And Chikungunya,disease_Diphtheria,disease_Fever With Rash,disease_Food Poisoning,disease_Gastroenteritis,disease_Hepatitis A And E,disease_Hepatitis B,disease_Influenza H1N1,disease_Kala-Azar,disease_Leptospirosis,disease_Malaria,disease_Measles,disease_Mumps,disease_Mushroom Poisoning,disease_Rabies,disease_Scrub Typhus,disease_Typhoid Fever,disease_Viral Hepatitis,disease_Zika Virus Disease,target
2013-10-07,2,10,41,2013,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,0,0,34.0,99.0,48.0,29.0,57.75,54.625,28.406278648683756,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
2013-11-18,0,11,47,2013,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,0,1,11.0,34.0,50.0,21.0,48.5,52.375,37.278233148402656,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
2013-11-25,2,11,48,2013,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321,0,1,30.0,11.0,99.0,97.0,43.5,53.5,38.33623177448022,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
2013-12-02,2,12,49,2013,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,0,1,39.0,30.0,34.0,59.0,28.5,46.25,12.233832869001711,39.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
2014-04-21,2,4,17,2014,0.8660254037844387,-0.49999999999999983,0.8854560256532099,-0.4647231720437685,0,0,26.0,39.0,11.0,48.0,26.5,42.125,11.67618659209133,39.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
2014-06-23,0,6,26,2014,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,1,0,14.0,26.0,30.0,50.0,27.25,37.875,10.372238588334406,39.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
2014-06-30,0,6,27,2014,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054,1,0,19.0,14.0,39.0,99.0,24.5,34.0,10.847426730181986,39.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
2014-08-04,0,8,32,2014,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,1,0,12.0,19.0,26.0,34.0,17.75,23.125,6.238322424070968,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
2014-09-29,0,9,40,2014,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,1,0,14.0,12.0,14.0,11.0,14.75,20.625,2.986078811194821,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
2014-12-08,2,12,50,2014,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,0,1,14.0,14.0,19.0,30.0,14.75,21.0,2.986078811194821,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
2014-12-15,0,12,51,2014,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0,1,22.0,14.0,12.0,39.0,15.5,20.0,4.434711565216691,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
2015-02-23,0,2,9,2015,0.8660254037844386,0.5000000000000001,0.8854560256532098,0.4647231720437686,0,1,25.0,22.0,14.0,26.0,18.75,18.25,5.619905100029122,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0
2015-04-13,0,4,16,2015,0.8660254037844387,-0.49999999999999983,0.9350162426854148,-0.35460488704253545,0,0,22.0,25.0,14.0,14.0,20.75,17.75,4.7169905660283025,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
2015-05-18,0,5,21,2015,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0,0,100.0,22.0,22.0,19.0,42.25,28.5,38.52596527019148,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2015-05-25,0,5,22,2015,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,0,0,23.0,100.0,25.0,12.0,42.5,29.0,38.353617821530214,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
2015-06-01,0,6,23,2015,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1,0,0.0,23.0,22.0,14.0,36.25,27.5,43.80544106234597,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
2015-06-08,0,6,24,2015,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1,0,16.0,0.0,100.0,14.0,34.75,27.75,44.55240360145193,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
2015-06-15,0,6,25,2015,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1,0,16.0,16.0,23.0,22.0,13.75,28.0,9.742518497116988,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0
2015-06-22,0,6,26,2015,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,1,0,15.0,16.0,0.0,25.0,11.75,27.125,7.847504911329036,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0
2015-07-13,0,7,29,2015,-0.4999999999999998,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,1,0,71.0,15.0,16.0,22.0,29.5,32.875,27.670682439482164,71.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
2015-08-03,0,8,32,2015,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,1,0,101.0,71.0,16.0,100.0,50.75,42.75,42.50784241368488,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
2015-08-24,0,8,35,2015,-0.8660254037844384,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,1,0,26.0,101.0,15.0,23.0,53.25,33.5,40.00312487793922,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
2015-08-31,0,8,36,2015,-0.8660254037844384,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359,1,0,35.0,26.0,71.0,0.0,58.25,35.0,34.5,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
2015-09-21,0,9,39,2015,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,0,23.0,35.0,101.0,16.0,46.25,37.875,36.854443422740765,101.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
2015-10-05,0,10,41,2015,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,0,0,63.0,23.0,26.0,16.0,36.75,43.75,18.227726133558185,63.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0
2015-10-12,0,10,42,2015,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,0,0,54.0,63.0,35.0,15.0,43.75,48.5,18.09926333675858,63.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
2015-10-26,0,10,44,2015,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,0,0,182.0,54.0,23.0,71.0,80.5,69.375,69.80210121001612,182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
2015-11-16,0,11,47,2015,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,0,1,63.0,182.0,63.0,101.0,90.5,68.375,61.14736298484179,182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
2015-12-14,0,12,51,2015,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0,1,25.0,63.0,54.0,26.0,81.0,58.875,69.25797186365384,182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
2015-12-21,0,12,52,2015,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,1,14.0,25.0,182.0,35.0,71.0,57.375,76.91987172809552,182.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
2016-01-04,0,1,1,2016,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,1,14.0,14.0,63.0,23.0,29.0,54.75,23.25224003546038,63.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0
2016-01-25,0,1,4,2016,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0,1,20.0,14.0,25.0,63.0,18.25,54.375,5.315072906367322,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
2016-02-15,0,2,7,2016,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0,1,52.0,20.0,14.0,54.0,25.0,53.0,18.220867158288595,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
2016-03-07,0,3,10,2016,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,11.0,52.0,14.0,182.0,24.25,47.625,18.874586088176873,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
2016-05-23,0,5,21,2016,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0,0,10.0,11.0,20.0,63.0,23.25,26.125,19.6871362400257,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
2016-05-30,0,5,22,2016,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,0,0,31.0,10.0,52.0,25.0,26.0,22.125,19.849433241279208,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
2016-06-06,0,6,23,2016,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1,0,11.0,31.0,11.0,14.0,15.75,20.375,10.177589760514682,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
2016-06-13,0,6,24,2016,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1,0,34.0,11.0,10.0,14.0,21.5,22.875,12.767145334803702,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
2016-06-20,0,6,25,2016,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1,0,14.0,34.0,31.0,20.0,22.5,22.875,11.676186592091327,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
2016-06-27,1,6,26,2016,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,1,0,106.0,14.0,11.0,52.0,41.25,33.625,44.357449581026785,106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
2016-07-04,0,7,27,2016,-0.4999999999999998,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,1,0,75.0,106.0,34.0,11.0,57.25,36.5,41.242170974218446,106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
2016-07-11,2,7,28,2016,-0.4999999999999998,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,1,0,13.0,75.0,14.0,10.0,52.0,36.75,46.22409184253019,106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
2016-07-18,0,7,29,2016,-0.4999999999999998,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,1,0,65.0,13.0,106.0,31.0,64.75,43.625,38.66415221709466,106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
2016-08-01,0,8,31,2016,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,1,0,42.0,65.0,75.0,11.0,48.75,45.0,27.548442182211794,75.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
2016-08-08,0,8,32,2016,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,1,0,25.0,42.0,13.0,34.0,36.25,46.75,22.559181427229714,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
2016-08-15,0,8,33,2016,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,1,0,32.0,25.0,65.0,14.0,41.0,46.5,17.45470328211471,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2016-09-05,0,9,36,2016,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,1,0,14.0,32.0,42.0,106.0,28.25,46.5,11.786291472158071,42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
2016-12-12,0,12,50,2016,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,0,1,0.0,14.0,25.0,75.0,17.75,33.25,13.96125591294229,32.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
2017-01-02,0,1,1,2017,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,1,38.0,0.0,32.0,13.0,21.0,28.625,17.320508075688753,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-04-03,0,4,14,2017,0.8660254037844387,-0.49999999999999983,0.992708874098054,-0.12053668025532288,0,0,15.0,38.0,14.0,65.0,16.75,28.875,15.734781006843809,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-05-08,0,5,19,2017,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.6631226582407951,0,0,0.0,15.0,0.0,42.0,13.25,20.75,17.951323071016226,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-05-22,0,5,21,2017,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0,0,0.0,0.0,38.0,25.0,13.25,15.5,17.951323071016226,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-06-12,0,6,24,2017,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1,0,0.0,0.0,15.0,32.0,3.75,12.375,7.4999999999999565,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-09-04,0,9,36,2017,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,1,0,0.0,0.0,0.0,14.0,0.0,8.375,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-10-09,0,10,41,2017,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,0,0,0.0,0.0,0.0,0.0,0.0,6.625,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-01,0,1,1,2018,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,1,0.0,0.0,0.0,38.0,0.0,6.625,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-29,2,1,5,2018,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,0,1,0.0,0.0,0.0,15.0,0.0,1.875,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
